masked_user,source_ip,destination_ip,action,resource,protocol,access_result,location,device_type,login_attempt_count,log_hour,day_of_week,month,time_diff_prev,user_activity_frequency,unique_actions,source_subnet,dest_subnet,resource_category,access_flag,protocol_HTTP,protocol_HTTPS,protocol_FTP,protocol_SSH,protocol_RDP,device_desktop,device_mobile,device_tablet,location_count,session_duration,event_count_session,session_complexity
user_1187,172.16.198.195,172.16.131.67,login,/resource/8,SSH,success,Berlin,tablet,5,18,Saturday,6,2122,23,2,172.16,172.16,admin,1,0,0,0,1,0,0,0,1,32,773,10,7
user_4224,172.16.86.195,172.16.14.76,login,/resource/34,HTTP,failure,New York,desktop,7,9,Saturday,9,746,16,2,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,56,2351,11,8
user_4219,172.16.232.159,172.16.202.206,upload,/resource/24,HTTPS,failure,London,desktop,1,16,Friday,2,606,10,2,172.16,172.16,public,0,0,1,0,0,0,1,0,0,31,262,17,6
user_6836,172.16.219.55,172.16.138.20,logout,/resource/92,HTTPS,failure,New York,mobile,8,11,Thursday,2,1412,29,2,172.16,172.16,public,0,0,1,0,0,0,0,1,0,32,2856,17,7
user_4929,172.16.85.156,172.16.32.70,upload,/resource/47,HTTPS,success,New York,tablet,4,12,Friday,5,2338,13,3,172.16,172.16,private,1,0,1,0,0,0,0,0,1,32,2943,8,8
user_9281,172.16.231.47,172.16.8.235,logout,/resource/23,HTTP,failure,New York,desktop,2,18,Thursday,12,2857,11,1,172.16,172.16,public,0,1,0,0,0,0,1,0,0,40,3393,20,6
user_8099,172.16.114.72,172.16.170.234,upload,/resource/60,HTTPS,success,New York,desktop,3,17,Tuesday,9,538,28,2,172.16,172.16,admin,1,0,1,0,0,0,1,0,0,96,568,1,9
user_7297,172.16.253.203,172.16.37.228,login,/resource/75,HTTP,success,London,mobile,7,9,Wednesday,1,2395,30,1,172.16,172.16,admin,1,1,0,0,0,0,0,1,0,61,1107,4,7
user_2788,172.16.38.96,172.16.189.71,logout,/resource/88,SSH,failure,São Paulo,tablet,9,17,Thursday,7,2709,13,2,172.16,172.16,public,0,0,0,0,1,0,0,0,1,45,2935,9,9
user_6663,172.16.156.252,172.16.93.155,login,/resource/4,SSH,success,Tokyo,tablet,10,9,Monday,2,1163,49,2,172.16,172.16,private,1,0,0,0,1,0,0,0,1,59,675,6,6
user_7185,172.16.76.80,172.16.93.157,upload,/resource/61,HTTPS,failure,Mumbai,mobile,4,10,Sunday,2,1965,29,4,172.16,172.16,admin,0,0,1,0,0,0,0,1,0,24,80,19,9
user_2850,172.16.232.43,172.16.68.12,access,/resource/62,SSH,success,Tokyo,desktop,8,9,Sunday,5,2804,11,2,172.16,172.16,admin,1,0,0,0,1,0,1,0,0,22,1031,7,5
user_8523,172.16.248.123,172.16.121.42,upload,/resource/3,HTTP,success,Mumbai,mobile,8,9,Friday,7,2893,4,4,172.16,172.16,admin,1,1,0,0,0,0,0,1,0,93,3473,19,3
user_4039,172.16.249.100,172.16.219.74,upload,/resource/82,HTTPS,failure,Sydney,mobile,1,12,Saturday,10,2051,14,2,172.16,172.16,private,0,0,1,0,0,0,0,1,0,64,2063,14,2
user_2299,172.16.200.104,172.16.71.175,logout,/resource/49,HTTPS,success,New York,desktop,9,11,Wednesday,8,1825,31,4,172.16,172.16,public,1,0,1,0,0,0,1,0,0,65,2101,18,3
user_1341,172.16.201.8,172.16.121.243,logout,/resource/43,HTTP,failure,Tokyo,desktop,2,15,Monday,11,1165,48,1,172.16,172.16,public,0,1,0,0,0,0,1,0,0,53,2879,5,10
user_9506,172.16.185.165,172.16.2.46,access,/resource/7,SSH,success,Mumbai,mobile,3,9,Friday,3,2640,45,4,172.16,172.16,admin,1,0,0,0,1,0,0,1,0,95,239,16,2
user_6494,172.16.159.196,172.16.213.50,logout,/resource/60,SSH,success,Mumbai,mobile,2,10,Sunday,4,1717,39,4,172.16,172.16,public,1,0,0,0,1,0,0,1,0,82,2585,1,1
user_5626,172.16.7.141,172.16.177.193,logout,/resource/54,HTTPS,success,New York,tablet,2,9,Sunday,7,2311,40,3,172.16,172.16,private,1,0,1,0,0,0,0,0,1,54,2738,1,4
user_5520,172.16.69.73,172.16.96.91,logout,/resource/13,HTTP,success,São Paulo,desktop,3,12,Saturday,9,1362,8,3,172.16,172.16,public,1,1,0,0,0,0,1,0,0,77,764,2,4
user_5345,172.16.169.125,172.16.123.139,access,/resource/46,HTTP,success,Berlin,mobile,9,14,Monday,9,3304,36,1,172.16,172.16,public,1,1,0,0,0,0,0,1,0,93,135,18,10
user_4635,172.16.106.240,172.16.197.61,logout,/resource/35,SSH,success,Sydney,tablet,3,15,Monday,10,198,39,1,172.16,172.16,admin,1,0,0,0,1,0,0,0,1,53,2546,18,4
user_9641,172.16.36.196,172.16.206.227,upload,/resource/79,HTTP,failure,Sydney,desktop,3,11,Friday,2,2612,5,4,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,92,105,12,10
user_4139,172.16.160.159,172.16.218.159,logout,/resource/67,HTTP,failure,São Paulo,desktop,5,13,Friday,11,1957,4,2,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,37,429,11,7
user_2713,172.16.128.111,172.16.35.219,upload,/resource/42,HTTPS,success,Berlin,mobile,8,18,Saturday,12,2598,28,1,172.16,172.16,public,1,0,1,0,0,0,0,1,0,65,537,9,5
user_8617,172.16.65.71,172.16.49.13,access,/resource/32,SSH,failure,Mumbai,desktop,8,13,Sunday,6,2276,4,3,172.16,172.16,admin,0,0,0,0,1,0,1,0,0,87,1108,5,10
user_5074,172.16.198.119,172.16.123.240,login,/resource/56,HTTPS,failure,Tokyo,desktop,10,17,Monday,12,1738,9,4,172.16,172.16,public,0,0,1,0,0,0,1,0,0,36,2064,15,7
user_5918,172.16.2.13,172.16.130.252,login,/resource/36,HTTPS,success,New York,mobile,1,13,Tuesday,7,1594,33,4,172.16,172.16,private,1,0,1,0,0,0,0,1,0,56,2461,9,10
user_2421,172.16.127.166,172.16.14.99,logout,/resource/80,HTTP,failure,Sydney,desktop,1,12,Saturday,8,1967,38,4,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,50,1453,14,4
user_1372,172.16.220.63,172.16.135.109,login,/resource/84,HTTP,success,Tokyo,mobile,6,11,Monday,4,1001,15,4,172.16,172.16,private,1,1,0,0,0,0,0,1,0,70,3041,18,3
user_5930,172.16.105.225,172.16.50.169,upload,/resource/10,SSH,failure,Berlin,desktop,6,13,Monday,11,1455,13,1,172.16,172.16,private,0,0,0,0,1,0,1,0,0,76,787,3,5
user_5228,172.16.22.211,172.16.82.248,access,/resource/83,HTTPS,success,Tokyo,tablet,10,10,Thursday,7,2406,11,4,172.16,172.16,admin,1,0,1,0,0,0,0,0,1,51,2975,7,2
user_3603,172.16.169.15,172.16.117.143,logout,/resource/64,HTTP,failure,Sydney,mobile,2,14,Monday,7,2915,49,2,172.16,172.16,admin,0,1,0,0,0,0,0,1,0,27,906,6,10
user_9711,172.16.158.184,172.16.228.125,login,/resource/90,HTTPS,success,São Paulo,tablet,1,10,Friday,5,156,19,2,172.16,172.16,private,1,0,1,0,0,0,0,0,1,91,2875,8,1
user_2372,172.16.158.244,172.16.213.5,logout,/resource/7,SSH,success,Tokyo,tablet,6,17,Wednesday,1,1027,45,1,172.16,172.16,public,1,0,0,0,1,0,0,0,1,73,913,3,10
user_7093,172.16.251.250,172.16.141.110,logout,/resource/73,HTTPS,failure,Sydney,mobile,7,12,Friday,6,2631,12,2,172.16,172.16,public,0,0,1,0,0,0,0,1,0,36,3542,20,5
user_9381,172.16.91.93,172.16.215.23,login,/resource/99,HTTPS,success,New York,mobile,7,10,Sunday,4,3592,25,4,172.16,172.16,private,1,0,1,0,0,0,0,1,0,71,2562,6,3
user_9545,172.16.17.108,172.16.144.196,access,/resource/70,HTTPS,failure,Mumbai,mobile,1,13,Sunday,12,2369,28,4,172.16,172.16,public,0,0,1,0,0,0,0,1,0,73,2524,8,7
user_9209,172.16.39.94,172.16.111.128,upload,/resource/16,HTTP,failure,Berlin,mobile,10,14,Monday,6,3545,34,1,172.16,172.16,private,0,1,0,0,0,0,0,1,0,56,3289,14,3
user_4109,172.16.151.93,172.16.217.178,upload,/resource/87,SSH,success,Mumbai,desktop,6,11,Wednesday,7,1050,33,4,172.16,172.16,public,1,0,0,0,1,0,1,0,0,59,939,5,1
user_6350,172.16.31.157,172.16.217.200,upload,/resource/73,HTTP,failure,London,tablet,3,14,Saturday,6,2034,9,1,172.16,172.16,public,0,1,0,0,0,0,0,0,1,83,1038,5,10
user_5099,172.16.7.218,172.16.115.13,login,/resource/24,SSH,failure,Berlin,tablet,10,13,Monday,10,1296,21,2,172.16,172.16,public,0,0,0,0,1,0,0,0,1,40,2177,19,7
user_8401,172.16.218.22,172.16.75.150,logout,/resource/2,HTTP,success,São Paulo,mobile,7,15,Saturday,3,558,10,1,172.16,172.16,public,1,1,0,0,0,0,0,1,0,77,548,2,3
user_3279,172.16.129.135,172.16.54.11,logout,/resource/17,HTTP,success,Tokyo,mobile,10,14,Tuesday,8,3297,4,3,172.16,172.16,public,1,1,0,0,0,0,0,1,0,98,2037,15,4
user_8794,172.16.117.125,172.16.180.115,logout,/resource/21,HTTP,success,London,desktop,4,14,Saturday,6,3431,38,3,172.16,172.16,private,1,1,0,0,0,0,1,0,0,56,3515,4,5
user_6580,172.16.79.8,172.16.51.254,upload,/resource/75,SSH,success,Berlin,desktop,6,17,Friday,10,1781,13,3,172.16,172.16,admin,1,0,0,0,1,0,1,0,0,99,1455,1,2
user_3526,172.16.235.249,172.16.207.14,access,/resource/62,HTTP,failure,New York,desktop,6,16,Saturday,9,2863,45,4,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,98,1859,16,2
user_4892,172.16.217.33,172.16.235.254,access,/resource/9,SSH,success,Sydney,tablet,10,11,Wednesday,2,987,4,1,172.16,172.16,public,1,0,0,0,1,0,0,0,1,60,3411,17,2
user_1283,172.16.165.107,172.16.143.177,login,/resource/2,HTTPS,success,Tokyo,mobile,7,17,Wednesday,3,1580,9,3,172.16,172.16,public,1,0,1,0,0,0,0,1,0,39,3021,9,7
user_4752,172.16.166.173,172.16.112.94,access,/resource/76,HTTPS,success,Sydney,tablet,2,13,Tuesday,11,2677,44,2,172.16,172.16,public,1,0,1,0,0,0,0,0,1,36,282,2,3
user_3175,172.16.29.187,172.16.168.222,login,/resource/93,SSH,success,São Paulo,mobile,9,15,Thursday,8,2899,20,4,172.16,172.16,private,1,0,0,0,1,0,0,1,0,56,1812,17,10
user_1141,172.16.247.170,172.16.76.234,upload,/resource/27,SSH,failure,Tokyo,tablet,2,15,Wednesday,11,1747,9,3,172.16,172.16,public,0,0,0,0,1,0,0,0,1,57,411,5,8
user_1956,172.16.228.82,172.16.136.68,upload,/resource/61,HTTPS,failure,Mumbai,tablet,9,16,Friday,9,2157,47,4,172.16,172.16,private,0,0,1,0,0,0,0,0,1,52,126,14,8
user_6678,172.16.186.216,172.16.215.231,logout,/resource/49,HTTP,success,Berlin,desktop,1,13,Wednesday,9,3298,45,2,172.16,172.16,admin,1,1,0,0,0,0,1,0,0,32,211,5,6
user_5356,172.16.133.187,172.16.40.86,logout,/resource/83,SSH,failure,Mumbai,mobile,2,17,Thursday,8,794,5,3,172.16,172.16,admin,0,0,0,0,1,0,0,1,0,63,1965,14,3
user_2699,172.16.191.215,172.16.112.99,logout,/resource/64,HTTPS,success,Tokyo,desktop,10,11,Wednesday,9,2907,40,2,172.16,172.16,public,1,0,1,0,0,0,1,0,0,57,667,13,7
user_1230,172.16.169.92,172.16.218.220,access,/resource/96,SSH,success,São Paulo,mobile,9,17,Tuesday,3,276,43,1,172.16,172.16,public,1,0,0,0,1,0,0,1,0,99,632,9,3
user_1925,172.16.107.121,172.16.240.50,login,/resource/71,HTTPS,success,London,tablet,9,12,Monday,2,368,44,2,172.16,172.16,private,1,0,1,0,0,0,0,0,1,64,3026,20,7
user_4033,172.16.120.135,172.16.24.193,upload,/resource/67,HTTP,failure,Sydney,tablet,7,15,Thursday,9,130,5,3,172.16,172.16,admin,0,1,0,0,0,0,0,0,1,90,2564,4,10
user_8691,172.16.208.7,172.16.147.87,access,/resource/54,SSH,failure,New York,mobile,6,13,Tuesday,1,2826,34,2,172.16,172.16,admin,0,0,0,0,1,0,0,1,0,50,278,11,10
user_2201,172.16.73.80,172.16.172.89,upload,/resource/2,HTTPS,success,Berlin,desktop,10,10,Sunday,9,3485,27,3,172.16,172.16,admin,1,0,1,0,0,0,1,0,0,87,1435,15,1
user_7835,172.16.188.209,172.16.255.247,login,/resource/82,HTTPS,failure,New York,desktop,8,10,Saturday,11,3180,48,2,172.16,172.16,admin,0,0,1,0,0,0,1,0,0,70,2802,10,2
user_5060,172.16.137.210,172.16.194.89,logout,/resource/33,SSH,success,Tokyo,desktop,4,18,Thursday,1,1385,46,2,172.16,172.16,private,1,0,0,0,1,0,1,0,0,52,3253,15,1
user_4773,172.16.112.196,172.16.119.154,logout,/resource/68,HTTPS,success,London,mobile,1,17,Monday,4,3327,8,1,172.16,172.16,public,1,0,1,0,0,0,0,1,0,100,149,9,5
user_7725,172.16.97.205,172.16.175.15,logout,/resource/4,HTTPS,success,London,tablet,1,10,Tuesday,12,295,30,4,172.16,172.16,admin,1,0,1,0,0,0,0,0,1,51,344,14,10
user_2069,172.16.89.236,172.16.244.113,access,/resource/49,HTTP,failure,Mumbai,mobile,1,10,Thursday,2,2251,17,1,172.16,172.16,admin,0,1,0,0,0,0,0,1,0,57,3305,4,6
user_4147,172.16.153.33,172.16.50.237,logout,/resource/14,SSH,success,Mumbai,tablet,2,15,Wednesday,11,1782,49,4,172.16,172.16,private,1,0,0,0,1,0,0,0,1,100,3161,12,4
user_9157,172.16.35.253,172.16.41.176,logout,/resource/27,SSH,success,Berlin,tablet,4,9,Saturday,11,1925,5,4,172.16,172.16,public,1,0,0,0,1,0,0,0,1,73,1018,14,3
user_6050,172.16.196.200,172.16.243.238,logout,/resource/74,SSH,failure,Sydney,tablet,6,16,Saturday,12,1147,33,3,172.16,172.16,admin,0,0,0,0,1,0,0,0,1,94,3552,11,7
user_7698,172.16.166.10,172.16.89.103,upload,/resource/97,HTTP,failure,Tokyo,desktop,10,13,Monday,7,93,25,4,172.16,172.16,public,0,1,0,0,0,0,1,0,0,85,1500,12,10
user_4523,172.16.15.112,172.16.114.73,upload,/resource/16,SSH,failure,São Paulo,tablet,1,16,Tuesday,7,1018,24,1,172.16,172.16,private,0,0,0,0,1,0,0,0,1,64,1895,3,9
user_3033,172.16.191.35,172.16.148.172,logout,/resource/56,SSH,success,São Paulo,mobile,3,14,Sunday,12,2066,1,4,172.16,172.16,admin,1,0,0,0,1,0,0,1,0,79,3008,5,7
user_3196,172.16.31.159,172.16.166.212,upload,/resource/19,HTTP,failure,London,mobile,6,15,Monday,5,2942,36,2,172.16,172.16,private,0,1,0,0,0,0,0,1,0,27,704,16,10
user_1994,172.16.0.157,172.16.103.120,upload,/resource/32,HTTPS,success,Mumbai,tablet,10,18,Sunday,11,78,18,1,172.16,172.16,private,1,0,1,0,0,0,0,0,1,84,2524,1,1
user_1646,172.16.21.66,172.16.10.216,logout,/resource/49,HTTPS,success,Mumbai,mobile,10,10,Friday,1,1423,20,2,172.16,172.16,private,1,0,1,0,0,0,0,1,0,64,1017,5,8
user_1922,172.16.246.248,172.16.197.15,login,/resource/33,SSH,failure,New York,mobile,3,10,Wednesday,10,2942,9,3,172.16,172.16,admin,0,0,0,0,1,0,0,1,0,33,231,16,10
user_7641,172.16.218.74,172.16.160.133,login,/resource/9,HTTPS,success,São Paulo,tablet,4,17,Thursday,1,2114,31,4,172.16,172.16,private,1,0,1,0,0,0,0,0,1,67,2996,8,3
user_1517,172.16.74.55,172.16.151.58,access,/resource/8,HTTP,failure,São Paulo,desktop,8,18,Thursday,7,2690,21,1,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,92,2477,20,5
user_4325,172.16.111.133,172.16.39.147,access,/resource/83,SSH,failure,Mumbai,mobile,7,17,Monday,2,882,19,4,172.16,172.16,public,0,0,0,0,1,0,0,1,0,29,140,18,2
user_2203,172.16.110.170,172.16.242.80,access,/resource/33,HTTPS,success,São Paulo,mobile,6,9,Thursday,9,1234,2,1,172.16,172.16,private,1,0,1,0,0,0,0,1,0,44,663,2,7
user_3531,172.16.160.116,172.16.109.172,logout,/resource/39,HTTPS,success,London,tablet,4,15,Wednesday,11,1066,27,3,172.16,172.16,private,1,0,1,0,0,0,0,0,1,62,1193,6,4
user_2743,172.16.8.205,172.16.194.165,logout,/resource/95,HTTP,success,São Paulo,tablet,3,9,Thursday,3,2127,30,1,172.16,172.16,private,1,1,0,0,0,0,0,0,1,39,31,14,5
user_4455,172.16.240.196,172.16.22.218,upload,/resource/63,HTTP,failure,São Paulo,mobile,2,13,Tuesday,5,2650,50,3,172.16,172.16,public,0,1,0,0,0,0,0,1,0,75,344,11,3
user_7328,172.16.226.138,172.16.211.243,access,/resource/47,HTTPS,success,Berlin,desktop,9,16,Wednesday,2,2238,18,4,172.16,172.16,admin,1,0,1,0,0,0,1,0,0,36,2107,5,6
user_9584,172.16.53.89,172.16.86.37,login,/resource/28,SSH,failure,Tokyo,mobile,6,16,Friday,4,1793,1,1,172.16,172.16,public,0,0,0,0,1,0,0,1,0,40,739,2,7
user_3616,172.16.174.164,172.16.165.226,access,/resource/28,HTTP,failure,São Paulo,tablet,10,12,Thursday,9,120,41,3,172.16,172.16,admin,0,1,0,0,0,0,0,0,1,95,1795,6,7
user_7074,172.16.113.233,172.16.145.65,login,/resource/10,HTTP,failure,Tokyo,desktop,6,14,Thursday,1,3223,23,4,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,29,2340,8,6
user_2988,172.16.202.78,172.16.47.215,upload,/resource/98,HTTPS,success,London,mobile,7,14,Wednesday,1,311,28,4,172.16,172.16,private,1,0,1,0,0,0,0,1,0,62,606,5,3
user_2036,172.16.30.75,172.16.70.101,access,/resource/14,HTTP,failure,New York,desktop,5,14,Tuesday,7,978,4,2,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,37,173,15,5
user_5652,172.16.237.152,172.16.5.184,logout,/resource/24,SSH,success,Tokyo,mobile,6,12,Tuesday,2,1129,1,2,172.16,172.16,public,1,0,0,0,1,0,0,1,0,52,429,13,4
user_8860,172.16.65.127,172.16.177.139,login,/resource/83,HTTPS,success,New York,mobile,3,17,Monday,12,2123,48,4,172.16,172.16,private,1,0,1,0,0,0,0,1,0,74,551,6,10
user_4099,172.16.230.210,172.16.100.109,logout,/resource/69,HTTPS,success,Berlin,tablet,10,12,Monday,2,2425,18,1,172.16,172.16,admin,1,0,1,0,0,0,0,0,1,86,3202,3,4
user_1850,172.16.3.20,172.16.111.171,login,/resource/90,HTTPS,success,Sydney,tablet,8,12,Saturday,2,2167,47,4,172.16,172.16,public,1,0,1,0,0,0,0,0,1,25,981,12,8
user_5570,172.16.60.248,172.16.141.103,upload,/resource/21,HTTPS,failure,London,mobile,6,11,Friday,4,2800,35,1,172.16,172.16,admin,0,0,1,0,0,0,0,1,0,53,1103,15,2
user_9901,172.16.112.19,172.16.16.198,upload,/resource/72,HTTP,success,Berlin,mobile,4,16,Friday,3,2539,13,4,172.16,172.16,admin,1,1,0,0,0,0,0,1,0,37,2819,10,4
user_9114,172.16.203.161,172.16.106.239,access,/resource/29,HTTP,failure,Mumbai,mobile,9,11,Thursday,8,2408,11,2,172.16,172.16,public,0,1,0,0,0,0,0,1,0,73,3245,15,10
user_3353,172.16.135.204,172.16.92.196,logout,/resource/96,SSH,failure,Sydney,tablet,3,15,Thursday,2,2784,11,2,172.16,172.16,private,0,0,0,0,1,0,0,0,1,41,1670,1,10
user_1989,172.16.176.131,172.16.112.96,logout,/resource/47,SSH,success,New York,mobile,5,10,Friday,6,2398,4,1,172.16,172.16,private,1,0,0,0,1,0,0,1,0,100,2211,18,1
user_4804,172.16.209.75,172.16.5.67,access,/resource/32,HTTP,failure,New York,mobile,10,12,Friday,7,297,22,4,172.16,172.16,admin,0,1,0,0,0,0,0,1,0,82,2248,13,3
user_7975,172.16.252.80,172.16.64.188,upload,/resource/6,HTTP,success,Sydney,mobile,10,14,Monday,8,1410,4,4,172.16,172.16,public,1,1,0,0,0,0,0,1,0,84,1625,6,6
user_6637,172.16.233.176,172.16.205.199,login,/resource/19,SSH,success,Tokyo,mobile,4,9,Tuesday,11,2563,9,1,172.16,172.16,private,1,0,0,0,1,0,0,1,0,45,3270,12,1
user_9750,172.16.87.199,172.16.140.199,logout,/resource/93,HTTP,success,London,desktop,8,15,Wednesday,5,87,5,1,172.16,172.16,private,1,1,0,0,0,0,1,0,0,40,2001,15,1
user_7615,172.16.168.70,172.16.220.215,logout,/resource/37,HTTP,success,Mumbai,mobile,5,17,Sunday,9,707,14,3,172.16,172.16,public,1,1,0,0,0,0,0,1,0,41,822,20,5
user_8551,172.16.31.145,172.16.108.45,login,/resource/22,HTTP,success,London,desktop,6,10,Sunday,1,2559,21,1,172.16,172.16,admin,1,1,0,0,0,0,1,0,0,60,1002,14,3
user_6224,172.16.123.100,172.16.181.207,access,/resource/23,HTTPS,success,São Paulo,mobile,7,15,Thursday,5,604,15,3,172.16,172.16,public,1,0,1,0,0,0,0,1,0,63,2979,3,4
user_7939,172.16.90.109,172.16.89.192,access,/resource/48,HTTPS,success,New York,tablet,6,10,Friday,6,2660,12,4,172.16,172.16,private,1,0,1,0,0,0,0,0,1,55,2342,14,10
