masked_user,source_ip,destination_ip,action,resource,protocol,access_result,location,device_type,login_attempt_count,log_hour,day_of_week,month,time_diff_prev,user_activity_frequency,unique_actions,source_subnet,dest_subnet,resource_category,access_flag,protocol_HTTP,protocol_HTTPS,protocol_FTP,protocol_SSH,protocol_RDP,device_desktop,device_mobile,device_tablet,location_count,session_duration,event_count_session,session_complexity
-1,-1,-1,0,2,0,0,3,0,6,12,3,8,1768,29,3,0,0,0,0,1,0,0,0,0,1,0,0,48,2583,12,10
-1,-1,-1,3,90,1,0,5,2,10,17,6,3,2497,45,3,0,0,0,0,0,1,0,0,0,0,0,1,47,3385,2,1
-1,-1,-1,0,56,1,1,2,0,2,18,4,5,2563,8,4,0,0,1,1,0,1,0,0,0,1,0,0,25,3021,10,3
-1,-1,-1,-1,-1,-1,0,-1,0,26,3,0,5,1,68,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,48,16,5
-1,-1,-1,2,84,2,0,6,1,2,13,3,5,108,19,3,0,0,0,0,0,0,0,1,0,0,1,0,27,407,8,2
226,-1,-1,3,13,0,1,5,2,3,16,1,10,555,22,1,0,0,2,1,1,0,0,0,0,0,0,1,62,2899,6,8
1941,-1,-1,0,-1,-1,0,-1,0,24,2,5,6,4,97,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,9,46,13,7
-1,-1,-1,0,-1,-1,0,-1,0,29,4,6,0,2,93,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,8,15,19,9
-1,-1,-1,-1,-1,-1,0,-1,0,34,4,1,2,3,48,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,8,16,11,7
-1,-1,-1,1,87,2,0,5,0,7,10,0,3,211,30,2,0,0,0,0,0,0,0,1,0,1,0,0,63,1060,17,4
919,1440,-1,3,6,0,0,4,1,6,11,0,0,1389,25,1,0,0,1,0,1,0,0,0,0,0,1,0,64,2811,20,6
-1,-1,-1,2,91,1,1,1,2,6,14,6,4,2273,44,2,0,0,1,1,0,1,0,0,0,0,0,1,96,918,19,6
2040,-1,-1,3,91,2,0,0,0,9,10,3,9,3486,35,4,0,0,2,0,0,0,0,1,0,1,0,0,56,3536,4,4
-1,-1,-1,2,19,2,0,0,2,6,11,0,3,1734,33,3,0,0,0,0,0,0,0,1,0,0,0,1,61,1713,9,8
-1,-1,-1,-1,-1,-1,0,-1,0,22,4,6,1,8,94,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,5,18,13,9
-1,-1,1454,0,63,0,0,5,1,1,13,1,7,79,1,1,0,0,2,0,1,0,0,0,0,0,1,0,87,1689,4,6
-1,-1,-1,0,40,2,0,3,0,7,9,0,2,1537,47,4,0,0,2,0,0,0,0,1,0,1,0,0,73,2029,19,8
2036,-1,-1,-1,-1,-1,0,-1,0,40,4,3,2,4,89,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,10,51,11,9
1418,-1,-1,0,43,0,0,3,0,5,9,5,0,3545,1,3,0,0,2,0,1,0,0,0,0,1,0,0,41,3110,7,6
-1,-1,-1,3,45,2,0,6,2,8,13,5,11,3518,6,3,0,0,0,0,0,0,0,1,0,0,0,1,57,3482,5,5
1239,-1,-1,-1,-1,-1,0,-1,0,20,1,6,7,4,67,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,5,38,14,10
-1,-1,-1,2,82,2,1,3,2,1,18,5,4,2296,7,1,0,0,1,1,0,0,0,1,0,0,0,1,55,1026,7,4
-1,-1,-1,-1,-1,-1,0,-1,0,21,4,6,10,1,82,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,7,10,13,10
-1,-1,-1,0,86,0,1,1,0,9,14,3,4,841,20,2,0,0,0,1,1,0,0,0,0,1,0,0,89,1843,14,5
1446,-1,-1,1,87,1,0,0,1,4,18,4,4,1143,31,4,0,0,0,0,0,1,0,0,0,0,1,0,52,591,4,8
-1,-1,-1,2,25,2,1,2,2,2,11,1,3,870,23,4,0,0,0,1,0,0,0,1,0,0,0,1,54,751,20,3
-1,-1,-1,-1,-1,-1,0,-1,0,41,4,0,6,7,91,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,2,16,25,6
2119,-1,-1,1,61,1,1,4,1,5,17,3,9,3183,17,2,0,0,1,1,0,1,0,0,0,0,1,0,58,878,20,4
-1,-1,-1,3,61,1,1,6,1,1,17,1,2,977,20,2,0,0,1,1,0,1,0,0,0,0,1,0,59,2710,9,5
285,-1,-1,0,7,2,0,1,2,5,13,2,7,2384,26,2,0,0,0,0,0,0,0,1,0,0,0,1,80,1845,17,3
-1,-1,-1,-1,-1,-1,0,-1,0,46,3,4,11,2,49,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,2,23,29,6
2322,-1,-1,0,-1,-1,0,-1,0,42,4,0,6,5,41,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,2,27,13,6
-1,-1,-1,2,0,1,1,6,2,1,13,0,5,2501,46,1,0,0,0,1,0,1,0,0,0,0,0,1,93,2960,15,5
-1,-1,-1,3,9,1,1,2,0,10,9,3,6,2039,32,1,0,0,1,1,0,1,0,0,0,1,0,0,67,333,20,6
-1,-1,-1,-1,-1,-1,0,-1,0,44,1,2,2,10,70,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,3,55,26,10
-1,-1,-1,-1,-1,-1,0,-1,0,21,3,6,7,3,56,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,8,55,14,7
-1,-1,-1,-1,-1,-1,0,-1,0,26,4,3,8,8,44,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,16,20,8
-1,-1,-1,0,73,2,0,0,2,10,14,6,5,1614,17,3,0,0,1,0,0,0,0,1,0,0,0,1,57,2131,3,5
-1,-1,-1,-1,-1,-1,0,-1,0,43,1,2,8,3,98,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,10,10,21,9
-1,-1,-1,3,49,2,1,4,0,4,9,4,9,967,32,4,0,0,1,1,0,0,0,1,0,1,0,0,74,2615,18,6
-1,-1,-1,1,95,2,0,2,0,9,14,3,7,1199,33,2,0,0,2,0,0,0,0,1,0,1,0,0,55,3393,8,5
-1,-1,-1,0,89,1,1,4,0,4,10,3,10,1272,29,3,0,0,0,1,0,1,0,0,0,1,0,0,49,2445,13,5
-1,-1,-1,1,28,2,0,4,2,8,12,5,1,210,45,2,0,0,0,0,0,0,0,1,0,0,0,1,32,131,5,3
854,-1,-1,-1,-1,-1,0,-1,0,49,1,2,0,3,58,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,9,34,29,5
-1,-1,2527,1,10,2,0,2,0,3,12,2,5,1483,13,3,0,0,1,0,0,0,0,1,0,1,0,0,95,1888,3,1
1166,-1,-1,3,37,0,1,1,2,5,9,6,10,1564,39,2,0,0,2,1,1,0,0,0,0,0,0,1,87,2856,10,5
-1,-1,-1,2,71,1,1,5,0,2,14,2,5,797,7,2,0,0,2,1,0,1,0,0,0,1,0,0,70,3094,9,3
-1,2853,-1,2,54,1,0,1,1,1,18,6,9,1248,14,4,0,0,1,0,0,1,0,0,0,0,1,0,47,1767,1,8
-1,-1,-1,2,35,0,1,4,0,2,11,0,6,689,35,4,0,0,0,1,1,0,0,0,0,1,0,0,100,115,13,6
-1,-1,-1,2,96,0,0,2,1,8,14,1,0,1445,49,1,0,0,2,0,1,0,0,0,0,0,1,0,30,711,9,6
-1,-1,-1,-1,-1,-1,0,-1,0,39,4,6,8,4,80,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,3,56,15,8
-1,-1,-1,3,29,0,0,6,2,2,12,1,11,1809,50,1,0,0,0,0,1,0,0,0,0,0,0,1,100,2708,6,8
-1,-1,-1,3,19,2,1,3,0,8,12,3,10,1463,8,4,0,0,2,1,0,0,0,1,0,1,0,0,62,1591,2,3
262,-1,-1,0,-1,-1,0,-1,0,49,3,3,5,4,98,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,1,16,26,9
-1,-1,-1,0,50,1,1,0,1,10,16,5,3,1002,13,2,0,0,1,1,0,1,0,0,0,0,1,0,26,3255,10,9
544,-1,-1,3,8,0,0,3,2,9,12,0,7,3006,41,4,0,0,2,0,1,0,0,0,0,0,0,1,43,3275,20,1
-1,-1,-1,0,42,1,1,0,0,2,18,6,10,3110,4,2,0,0,0,1,0,1,0,0,0,1,0,0,53,2236,5,10
-1,-1,-1,0,70,0,0,4,0,10,11,6,4,722,3,3,0,0,1,0,1,0,0,0,0,1,0,0,49,1081,20,9
2374,-1,-1,1,42,2,1,5,0,8,13,2,11,3281,50,2,0,0,0,1,0,0,0,1,0,1,0,0,68,39,15,2
2636,-1,-1,3,53,0,0,4,0,9,14,2,4,2018,9,4,0,0,2,0,1,0,0,0,0,1,0,0,24,3488,16,4
-1,-1,-1,-1,-1,-1,0,-1,0,21,2,5,5,9,40,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,9,30,15,6
798,-1,-1,0,-1,-1,0,-1,0,26,1,5,8,7,69,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,10,57,14,7
1663,-1,-1,1,39,0,0,0,1,8,12,4,6,2261,9,2,0,0,0,0,1,0,0,0,0,0,1,0,37,3165,10,6
2114,-1,-1,3,41,1,0,5,1,4,12,1,0,535,3,4,0,0,1,0,0,1,0,0,0,0,1,0,99,1096,3,8
715,-1,-1,0,2,1,0,5,1,9,12,4,10,725,47,4,0,0,0,0,0,1,0,0,0,0,1,0,93,1912,14,7
-1,-1,-1,0,50,2,0,4,0,1,14,5,10,1603,27,3,0,0,1,0,0,0,0,1,0,1,0,0,43,2754,19,6
-1,-1,-1,-1,-1,-1,0,-1,0,20,2,6,5,2,55,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,9,36,25,9
-1,-1,-1,-1,-1,-1,0,-1,0,25,2,4,7,3,96,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,5,59,26,9
-1,-1,-1,0,73,0,0,4,0,1,12,1,11,3571,48,4,0,0,1,0,1,0,0,0,0,1,0,0,44,3114,17,9
-1,-1,-1,0,-1,-1,0,-1,0,28,3,2,10,8,60,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,57,27,10
2646,-1,-1,-1,-1,-1,0,-1,0,31,2,5,8,10,63,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,1,44,17,6
413,-1,-1,3,79,1,1,2,1,7,11,0,3,3292,15,1,0,0,1,1,0,1,0,0,0,0,1,0,45,3158,18,2
-1,-1,-1,0,-1,-1,0,-1,0,34,1,1,0,7,56,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,6,23,21,8
-1,-1,-1,1,87,1,1,1,0,6,9,2,2,2814,10,2,0,0,2,1,0,1,0,0,0,1,0,0,53,409,1,10
-1,-1,-1,3,45,1,0,0,1,1,15,0,3,847,16,4,0,0,0,0,0,1,0,0,0,0,1,0,100,664,3,2
626,-1,-1,2,94,2,0,1,0,8,10,5,6,135,4,4,0,0,1,0,0,0,0,1,0,1,0,0,43,184,6,3
-1,-1,-1,2,97,0,1,6,1,3,10,3,0,946,40,4,0,0,0,1,1,0,0,0,0,0,1,0,72,450,2,5
1483,-1,-1,-1,-1,-1,0,-1,0,31,3,5,9,4,56,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,7,46,14,6
-1,-1,-1,2,12,2,1,1,1,7,16,4,11,1459,19,1,0,0,0,1,0,0,0,1,0,0,1,0,55,2579,11,5
29,-1,-1,1,58,0,1,1,2,2,17,1,9,1733,44,1,0,0,1,1,1,0,0,0,0,0,0,1,71,3036,19,2
-1,-1,-1,3,1,2,1,6,2,2,9,0,2,1835,1,1,0,0,0,1,0,0,0,1,0,0,0,1,40,885,13,7
1669,-1,-1,2,96,1,0,4,2,5,14,6,8,727,1,2,0,0,1,0,0,1,0,0,0,0,0,1,85,352,9,5
-1,-1,-1,3,45,0,1,2,0,8,14,4,9,2263,18,3,0,0,2,1,1,0,0,0,0,1,0,0,25,1027,15,9
-1,-1,-1,-1,-1,-1,0,-1,0,37,4,0,2,6,50,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,54,28,7
1848,-1,-1,-1,-1,-1,0,-1,0,23,3,4,3,1,84,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,9,32,18,10
560,-1,-1,-1,-1,-1,0,-1,0,50,3,1,11,7,43,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,6,17,17,6
-1,-1,-1,0,68,2,0,4,2,6,14,6,5,636,38,3,0,0,2,0,0,0,0,1,0,0,0,1,41,2454,15,7
1433,-1,-1,0,-1,-1,0,-1,0,28,3,4,3,6,88,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,1,28,20,5
-1,-1,-1,1,91,2,0,1,0,2,14,2,11,2327,31,4,0,0,2,0,0,0,0,1,0,1,0,0,40,2256,5,4
-1,-1,-1,-1,-1,-1,0,-1,0,31,3,1,6,9,45,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,10,35,10,5
-1,-1,-1,0,3,1,1,6,1,7,17,3,7,2901,36,4,0,0,0,1,0,1,0,0,0,0,1,0,42,3485,16,3
-1,-1,-1,2,22,0,0,1,0,3,12,6,5,1451,27,3,0,0,1,0,1,0,0,0,0,1,0,0,92,621,4,10
-1,-1,-1,3,35,1,1,2,0,2,14,4,4,3593,13,2,0,0,0,1,0,1,0,0,0,1,0,0,38,1474,13,7
2468,-1,-1,-1,-1,-1,0,-1,0,24,2,6,3,6,95,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,48,25,8
2461,-1,-1,0,0,2,0,1,1,4,17,6,10,2239,45,3,0,0,0,0,0,0,0,1,0,0,1,0,82,3517,18,7
-1,-1,-1,0,-1,-1,0,-1,0,32,3,0,4,4,93,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,6,45,18,8
2540,-1,-1,1,53,0,0,0,2,1,11,5,6,2122,27,3,0,0,0,0,1,0,0,0,0,0,0,1,82,2482,20,10
-1,-1,-1,-1,-1,-1,0,-1,0,20,1,0,2,8,80,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,22,10,5
-1,-1,-1,-1,-1,-1,0,-1,0,39,3,5,9,8,40,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,5,13,28,7
-1,-1,-1,-1,-1,-1,0,-1,0,23,3,4,9,8,62,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,3,14,28,7
2184,-1,-1,1,58,0,0,0,2,7,16,4,2,1988,16,4,0,0,0,0,1,0,0,0,0,0,0,1,26,1388,8,6
-1,-1,-1,3,95,1,1,5,0,9,12,4,6,1153,11,2,0,0,0,1,0,1,0,0,0,1,0,0,59,93,16,8
-1,-1,-1,-1,-1,-1,0,-1,0,39,4,1,11,7,42,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,10,50,18,5
-1,1432,-1,1,12,1,1,4,0,6,14,2,4,2040,19,3,0,0,2,1,0,1,0,0,0,1,0,0,89,2483,15,8
1750,-1,-1,-1,-1,-1,0,-1,0,24,4,2,9,2,97,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,38,13,5
-1,-1,-1,0,19,1,0,6,2,4,17,0,0,157,40,2,0,0,0,0,0,1,0,0,0,0,0,1,54,2252,20,6
1245,-1,-1,1,91,1,0,5,1,9,17,5,1,1043,37,4,0,0,0,0,0,1,0,0,0,0,1,0,28,159,8,3
1870,-1,-1,2,75,0,1,3,1,4,9,0,1,983,10,1,0,0,1,1,1,0,0,0,0,0,1,0,42,635,9,1
-1,-1,-1,3,26,1,0,2,1,2,15,0,5,1971,26,1,0,0,0,0,0,1,0,0,0,0,1,0,72,207,17,2
-1,-1,524,0,64,2,0,5,1,3,17,3,1,2152,1,4,0,0,0,0,0,0,0,1,0,0,1,0,24,1502,14,2
-1,-1,-1,0,-1,-1,0,-1,0,50,4,6,7,4,69,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,2,38,20,5
-1,-1,-1,0,30,1,1,6,2,9,14,5,5,1475,21,3,0,0,0,1,0,1,0,0,0,0,0,1,94,598,19,8
-1,-1,-1,3,29,2,0,2,0,10,11,0,2,2475,49,3,0,0,0,0,0,0,0,1,0,1,0,0,62,1394,13,5
-1,-1,-1,2,73,0,0,5,2,4,11,4,10,1053,50,1,0,0,1,0,1,0,0,0,0,0,0,1,79,1642,18,1
-1,-1,-1,3,15,1,1,3,1,10,9,5,7,2851,31,4,0,0,0,1,0,1,0,0,0,0,1,0,45,1698,17,6
-1,-1,-1,-1,-1,-1,0,-1,0,39,3,2,1,7,59,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,9,11,24,10
1573,-1,-1,-1,-1,-1,0,-1,0,46,4,3,6,6,73,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,10,47,20,8
-1,-1,-1,3,63,2,1,4,1,3,9,1,9,579,13,2,0,0,0,1,0,0,0,1,0,0,1,0,76,122,7,3
-1,-1,-1,3,26,1,1,5,0,2,17,3,11,627,24,4,0,0,1,1,0,1,0,0,0,1,0,0,36,3260,8,3
-1,-1,-1,-1,-1,-1,0,-1,0,39,2,1,10,3,59,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,1,31,13,10
-1,-1,-1,2,67,0,1,5,0,3,17,5,7,2420,17,3,0,0,2,1,1,0,0,0,0,1,0,0,51,779,16,2
-1,-1,-1,-1,-1,-1,0,-1,0,23,1,4,10,9,92,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,3,18,30,5
801,-1,-1,0,-1,-1,0,-1,0,38,1,4,1,10,80,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,3,50,30,7
-1,-1,-1,-1,-1,-1,0,-1,0,20,1,3,9,7,88,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,7,56,19,9
-1,-1,-1,0,-1,-1,0,-1,0,48,4,2,4,7,92,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,40,16,7
-1,-1,-1,2,29,0,1,4,0,9,14,5,4,124,6,2,0,0,1,1,1,0,0,0,0,1,0,0,77,586,4,9
-1,-1,-1,0,93,1,0,2,0,9,12,2,11,1848,32,3,0,0,0,0,0,1,0,0,0,1,0,0,23,1784,15,1
-1,-1,-1,3,62,1,0,3,2,6,16,3,2,1596,21,2,0,0,1,0,0,1,0,0,0,0,0,1,20,802,10,7
251,-1,-1,-1,-1,-1,0,-1,0,28,3,4,7,3,97,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,7,59,22,6
-1,-1,-1,2,96,1,0,5,2,9,11,6,4,862,12,2,0,0,2,0,0,1,0,0,0,0,0,1,66,1981,5,5
744,-1,-1,2,88,1,1,3,2,6,13,4,0,2812,14,3,0,0,2,1,0,1,0,0,0,0,0,1,71,3462,1,9
-1,-1,-1,1,95,0,0,4,2,9,11,2,7,782,48,2,0,0,1,0,1,0,0,0,0,0,0,1,79,1628,1,6
463,-1,-1,0,93,0,0,5,2,6,16,4,8,3430,47,2,0,0,1,0,1,0,0,0,0,0,0,1,71,1867,2,9
-1,-1,-1,-1,-1,-1,0,-1,0,21,2,6,9,1,72,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,4,10,20,8
-1,-1,-1,0,77,2,0,3,0,3,18,2,2,374,45,3,0,0,2,0,0,0,0,1,0,1,0,0,97,2738,16,8
-1,-1,-1,-1,-1,-1,0,-1,0,35,3,0,1,4,89,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,2,25,25,10
-1,-1,-1,2,10,0,0,1,0,10,15,2,2,741,6,4,0,0,2,0,1,0,0,0,0,1,0,0,23,1925,14,1
-1,-1,-1,3,59,2,0,3,2,1,12,3,10,1953,26,2,0,0,1,0,0,0,0,1,0,0,0,1,30,972,4,5
-1,-1,-1,0,85,1,0,5,1,5,18,2,2,2986,46,2,0,0,2,0,0,1,0,0,0,0,1,0,81,2937,8,2
-1,-1,-1,2,82,1,0,1,0,6,15,2,0,1176,33,3,0,0,1,0,0,1,0,0,0,1,0,0,43,2141,9,6
-1,-1,-1,1,91,1,1,4,0,10,17,6,9,99,41,4,0,0,1,1,0,1,0,0,0,1,0,0,74,1114,7,8
-1,-1,-1,-1,-1,-1,0,-1,0,24,4,4,3,6,93,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,2,33,17,8
-1,-1,-1,3,95,0,0,5,1,7,16,1,7,2871,42,1,0,0,0,0,1,0,0,0,0,0,1,0,82,633,10,8
-1,-1,-1,-1,-1,-1,0,-1,0,47,4,6,5,1,100,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,2,24,15,8
-1,-1,-1,-1,-1,-1,0,-1,0,21,1,4,6,7,61,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,7,16,20,7
-1,-1,-1,0,-1,-1,0,-1,0,48,2,0,0,7,40,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,8,29,22,9
-1,-1,-1,3,55,1,1,1,1,6,14,6,11,350,29,4,0,0,0,1,0,1,0,0,0,0,1,0,65,805,20,1
-1,-1,-1,2,70,0,1,5,2,8,14,3,8,938,7,1,0,0,0,1,1,0,0,0,0,0,0,1,64,1773,16,2
-1,-1,-1,0,66,0,0,2,0,5,15,3,5,1170,5,2,0,0,2,0,1,0,0,0,0,1,0,0,27,690,18,9
-1,-1,-1,2,29,2,1,5,1,6,17,2,11,3028,15,1,0,0,2,1,0,0,0,1,0,0,1,0,39,2244,20,5
714,979,-1,0,53,2,1,5,0,8,9,2,10,2700,24,4,0,0,2,1,0,0,0,1,0,1,0,0,35,2666,1,9
-1,-1,-1,1,14,2,0,5,0,7,12,4,0,3145,40,4,0,0,2,0,0,0,0,1,0,1,0,0,90,2582,16,4
-1,-1,975,1,81,0,0,3,1,10,12,1,1,366,45,1,0,0,1,0,1,0,0,0,0,0,1,0,26,2035,17,3
-1,-1,-1,1,33,2,0,5,2,1,15,2,6,1881,6,2,0,0,2,0,0,0,0,1,0,0,0,1,28,2577,20,8
362,-1,-1,0,15,0,1,5,1,8,15,3,10,1481,50,2,0,0,2,1,1,0,0,0,0,0,1,0,78,1232,16,5
212,-1,-1,2,93,1,0,5,2,8,18,2,1,2845,44,3,0,0,0,0,0,1,0,0,0,0,0,1,33,2269,17,3
-1,-1,-1,2,87,0,1,4,2,6,17,0,10,3541,47,3,0,0,0,1,1,0,0,0,0,0,0,1,55,989,6,1
380,-1,-1,0,94,1,1,6,1,10,9,6,1,738,6,3,0,0,0,1,0,1,0,0,0,0,1,0,33,1237,3,8
-1,-1,-1,2,38,0,0,6,2,9,14,6,1,496,38,1,0,0,0,0,1,0,0,0,0,0,0,1,62,2669,4,7
-1,-1,-1,1,2,2,1,3,2,1,15,5,7,2418,30,4,0,0,1,1,0,0,0,1,0,0,0,1,47,1364,1,2
1874,-1,-1,1,12,1,0,1,2,10,12,4,11,2269,47,3,0,0,2,0,0,1,0,0,0,0,0,1,80,3382,7,1
-1,-1,-1,0,2,1,0,3,1,10,14,6,9,3270,12,3,0,0,0,0,0,1,0,0,0,0,1,0,66,3466,16,9
-1,-1,-1,1,74,2,0,5,2,5,18,1,2,2852,11,3,0,0,0,0,0,0,0,1,0,0,0,1,87,2281,7,3
-1,-1,-1,0,-1,-1,0,-1,0,37,1,6,1,8,90,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,3,51,17,7
-1,-1,-1,-1,-1,-1,0,-1,0,39,3,3,2,1,59,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,7,25,15,10
108,-1,1924,3,16,2,1,4,1,4,14,0,8,2205,47,4,0,0,0,1,0,0,0,1,0,0,1,0,77,2771,7,1
-1,-1,-1,0,44,1,0,4,0,1,15,6,6,2023,21,1,0,0,1,0,0,1,0,0,0,1,0,0,87,3235,13,1
1429,-1,-1,0,58,1,0,5,0,7,9,1,9,1412,37,1,0,0,0,0,0,1,0,0,0,1,0,0,30,3141,18,6
1039,-1,-1,0,39,1,1,3,1,5,13,1,11,142,36,4,0,0,2,1,0,1,0,0,0,0,1,0,63,757,17,3
519,-1,-1,3,44,0,1,5,2,4,9,3,0,2066,2,4,0,0,2,1,1,0,0,0,0,0,0,1,56,2551,7,9
-1,-1,-1,-1,-1,-1,0,-1,0,26,4,1,0,10,41,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,9,18,15,10
-1,-1,-1,-1,-1,-1,0,-1,0,36,2,1,9,6,95,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,6,19,13,6
-1,-1,-1,-1,-1,-1,0,-1,0,43,2,6,4,8,83,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,5,32,27,10
-1,-1,-1,0,32,2,0,3,0,10,16,4,9,1181,32,4,0,0,0,0,0,0,0,1,0,1,0,0,96,2855,11,10
-1,-1,-1,-1,-1,-1,0,-1,0,31,3,0,0,3,64,4,-1,-1,-1,0,0,0,1,0,0,1,0,0,6,31,16,7
-1,-1,-1,2,46,0,1,3,0,4,17,2,5,75,44,2,0,0,1,1,1,0,0,0,0,1,0,0,61,1523,8,7
-1,-1,-1,0,89,2,0,0,1,1,14,6,4,1641,21,2,0,0,1,0,0,0,0,1,0,0,1,0,72,3574,6,3
1453,-1,-1,3,70,2,1,4,0,8,12,0,1,1728,27,2,0,0,2,1,0,0,0,1,0,1,0,0,87,2775,9,5
-1,-1,-1,0,-1,-1,0,-1,0,24,3,3,2,2,74,3,-1,-1,-1,0,0,0,1,0,0,1,0,0,8,17,24,9
