masked_user,source_ip,destination_ip,action,resource,protocol,access_result,location,device_type,login_attempt_count,log_hour,day_of_week,month,time_diff_prev,user_activity_frequency,unique_actions,source_subnet,dest_subnet,resource_category,access_flag,protocol_HTTP,protocol_HTTPS,protocol_FTP,protocol_SSH,protocol_RDP,device_desktop,device_mobile,device_tablet,location_count,session_duration,event_count_session,session_complexity
1705,1578,550,2,92,1,0,3,1,8,11,4,4,1412,29,2,0,0,2,0,0,1,0,0,0,0,1,0,32,2856,17,7
1165,2874,2238,3,42,1,1,3,2,4,12,0,7,2338,13,3,0,0,1,1,0,1,0,0,0,0,0,1,32,2943,8,8
2423,1762,2846,2,16,0,0,3,0,2,18,4,3,2857,11,1,0,0,2,0,1,0,0,0,0,1,0,0,40,3393,20,6
2077,216,975,3,57,1,1,3,0,3,17,5,11,538,28,2,0,0,0,1,0,1,0,0,0,1,0,0,96,568,1,9
1831,2050,2292,1,73,0,1,1,1,7,9,6,0,2395,30,1,0,0,0,1,1,0,0,0,0,0,1,0,61,1107,4,7
531,2267,1220,2,87,2,0,5,2,9,17,4,9,2709,13,2,0,0,2,0,0,0,0,1,0,0,0,1,45,2935,9,9
1655,739,3003,1,34,2,1,6,2,10,9,1,4,1163,49,2,0,0,1,1,0,0,0,1,0,0,0,1,59,675,6,6
1797,2766,3004,3,58,1,0,2,1,4,10,3,4,1965,29,4,0,0,0,0,0,1,0,0,0,0,1,0,24,80,19,9
551,1779,2692,0,59,2,1,6,0,8,9,3,7,2804,11,2,0,0,0,1,0,0,0,1,0,1,0,0,22,1031,7,5
2198,1970,320,3,23,0,1,2,1,8,9,0,9,2893,4,4,0,0,0,1,1,0,0,0,0,0,1,0,93,3473,19,3
912,1982,1643,3,81,1,0,4,1,1,12,2,1,2051,14,2,0,0,1,0,0,1,0,0,0,0,1,0,64,2063,14,2
376,1337,2739,2,44,1,1,3,0,9,11,6,10,1825,31,4,0,0,2,1,0,1,0,0,0,1,0,0,65,2101,18,3
97,1356,319,2,38,0,0,6,0,2,15,1,2,1165,48,1,0,0,2,0,1,0,0,0,0,1,0,0,53,2879,5,10
2489,1146,1360,0,67,2,1,2,1,3,9,0,5,2640,45,4,0,0,0,1,0,0,0,1,0,0,1,0,95,239,16,2
1602,783,1565,2,57,2,1,2,1,2,10,3,6,1717,39,4,0,0,2,1,0,0,0,1,0,0,1,0,82,2585,1,1
1380,2671,1054,2,50,1,1,3,2,2,9,3,9,2311,40,3,0,0,1,1,0,1,0,0,0,0,0,1,54,2738,1,4
1349,2670,3043,2,5,0,1,5,0,3,12,2,11,1362,8,3,0,0,2,1,1,0,0,0,0,1,0,0,77,764,2,4
1303,924,333,0,41,0,1,0,1,9,14,1,11,3304,36,1,0,0,2,1,1,0,0,0,0,0,1,0,93,135,18,10
1072,109,1332,2,29,2,1,4,2,3,15,1,1,198,39,1,0,0,0,1,0,0,0,1,0,0,0,1,53,2546,18,4
2540,2235,1456,3,77,0,0,4,0,3,11,0,4,2612,5,4,0,0,0,0,1,0,0,0,0,1,0,0,92,105,12,10
938,807,1626,2,64,0,0,5,0,5,13,0,2,1957,4,2,0,0,0,0,1,0,0,0,0,1,0,0,37,429,11,7
506,374,2266,3,37,1,1,0,1,8,18,2,3,2598,28,1,0,0,2,1,0,1,0,0,0,0,1,0,65,537,9,5
2228,2625,2465,0,26,2,0,2,0,8,13,3,8,2276,4,3,0,0,0,0,0,0,0,1,0,1,0,0,87,1108,5,10
1208,1275,339,1,52,1,0,6,0,10,17,1,3,1738,9,4,0,0,2,0,0,1,0,0,0,1,0,0,36,2064,15,7
1451,1311,449,1,30,1,1,3,1,1,13,5,9,1594,33,4,0,0,1,1,0,1,0,0,0,0,1,0,56,2461,9,10
401,368,586,2,79,0,0,4,0,1,12,2,10,1967,38,4,0,0,0,0,1,0,0,0,0,1,0,0,50,1453,14,4
112,1599,511,1,83,0,1,6,1,6,11,1,6,1001,15,4,0,0,1,1,1,0,0,0,0,0,1,0,70,3041,18,3
1458,98,2488,3,1,2,0,0,0,6,13,1,2,1455,13,1,0,0,1,0,0,0,0,1,0,1,0,0,76,787,3,5
1259,1588,2870,0,82,1,1,6,2,10,10,4,9,2406,11,4,0,0,0,1,0,1,0,0,0,0,0,1,51,2975,7,2
773,927,260,2,61,0,0,4,1,2,14,1,9,2915,49,2,0,0,0,0,1,0,0,0,0,0,1,0,27,906,6,10
2559,765,1751,1,90,1,1,5,2,1,10,0,7,156,19,2,0,0,1,1,0,1,0,0,0,0,0,1,91,2875,8,1
393,768,1564,2,67,2,1,6,2,6,17,6,0,1027,45,1,0,0,2,1,0,0,0,1,0,0,0,1,73,913,3,10
1773,2023,603,2,71,1,0,4,1,7,12,0,8,2631,12,2,0,0,2,0,0,1,0,0,0,0,1,0,36,3542,20,5
2456,2970,1588,1,99,1,1,3,1,7,10,3,6,3592,25,4,0,0,1,1,0,1,0,0,0,0,1,0,71,2562,6,3
2504,942,638,0,68,1,0,2,1,1,13,3,3,2369,28,4,0,0,2,0,0,1,0,0,0,0,1,0,73,2524,8,7
2400,2280,184,3,8,0,0,0,1,10,14,1,8,3545,34,1,0,0,1,0,1,0,0,0,0,0,1,0,56,3289,14,3
934,684,1610,3,86,2,1,2,0,6,11,6,9,1050,33,4,0,0,2,1,0,0,0,1,0,1,0,0,59,939,5,1
1570,2166,1614,3,71,0,0,1,2,3,14,2,8,2034,9,1,0,0,2,0,1,0,0,0,0,0,0,1,83,1038,5,10
1220,2674,231,1,17,2,0,0,2,10,13,1,1,1296,21,2,0,0,2,0,0,0,0,1,0,0,0,1,40,2177,19,7
2155,1563,2781,2,12,0,1,5,1,7,15,2,5,558,10,1,0,0,2,1,1,0,0,0,0,0,1,0,77,548,2,3
687,390,2525,2,9,0,1,6,1,10,14,5,10,3297,4,3,0,0,2,1,1,0,0,0,0,0,1,0,98,2037,15,4
2286,252,1108,2,14,0,1,1,0,4,14,2,8,3431,38,3,0,0,1,1,1,0,0,0,0,1,0,0,56,3515,4,5
1629,2803,2506,3,73,2,1,0,0,6,17,0,1,1781,13,3,0,0,0,1,0,0,0,1,0,1,0,0,99,1455,1,2
751,1812,1464,0,59,0,0,3,0,6,16,2,11,2863,45,4,0,0,0,0,1,0,0,0,0,1,0,0,98,1859,16,2
1152,1556,1855,0,89,2,1,4,2,10,11,6,4,987,4,1,0,0,2,1,0,0,0,1,0,0,0,1,60,3411,17,2
75,870,623,1,12,1,1,6,1,7,17,6,5,1580,9,3,0,0,2,1,0,1,0,0,0,0,1,0,39,3021,9,7
1111,886,207,0,74,1,1,4,2,2,13,5,2,2677,44,2,0,0,2,1,0,1,0,0,0,0,0,1,36,282,2,3
655,2118,939,1,93,2,1,5,1,9,15,4,10,2899,20,4,0,0,1,1,0,0,0,1,0,0,1,0,56,1812,17,10
37,1964,2798,3,20,2,0,6,2,2,15,6,2,1747,9,3,0,0,2,0,0,0,0,1,0,0,0,1,57,411,5,8
276,1702,534,3,58,1,0,2,2,9,16,0,11,2157,47,4,0,0,1,0,0,1,0,0,0,0,0,1,52,126,14,8
1658,1161,1589,2,44,0,1,0,0,1,13,6,11,3298,45,2,0,0,0,1,1,0,0,0,0,1,0,0,32,211,5,6
1306,458,2350,2,82,2,0,2,1,2,17,4,10,794,5,3,0,0,0,0,0,0,0,1,0,0,1,0,63,1965,14,3
500,1219,209,2,61,1,1,6,0,10,11,6,11,2907,40,2,0,0,2,1,0,1,0,0,0,1,0,0,57,667,13,7
64,941,1629,0,96,2,1,5,1,9,17,5,5,276,43,1,0,0,2,1,0,0,0,1,0,0,1,0,99,632,9,3
269,116,1930,1,69,1,1,1,2,9,12,1,4,368,44,2,0,0,1,1,0,1,0,0,0,0,0,1,64,3026,20,7
911,288,1908,3,64,0,0,4,2,7,15,4,11,130,5,3,0,0,0,0,1,0,0,0,0,0,0,1,90,2564,4,10
2248,1433,683,0,50,2,0,3,1,6,13,5,0,2826,34,2,0,0,0,0,0,0,0,1,0,0,1,0,50,278,11,10
346,2729,1001,3,12,1,1,0,0,10,10,3,11,3485,27,3,0,0,0,1,0,1,0,0,0,1,0,0,87,1435,15,1
2003,1180,2126,1,81,1,0,3,0,8,10,2,2,3180,48,2,0,0,0,0,0,1,0,0,0,1,0,0,70,2802,10,2
1204,506,1301,2,27,2,1,6,0,4,18,4,0,1385,46,2,0,0,1,1,0,0,0,1,0,1,0,0,52,3253,15,1
1117,186,286,2,65,1,1,1,1,1,17,1,6,3327,8,1,0,0,2,1,0,1,0,0,0,0,1,0,100,149,9,5
1963,3034,1032,2,34,1,1,1,2,1,10,5,3,295,30,4,0,0,0,1,0,1,0,0,0,0,0,1,51,344,14,10
314,2930,1969,0,44,0,0,2,1,1,10,4,4,2251,17,1,0,0,0,0,1,0,0,0,0,0,1,0,57,3305,4,6
941,700,2492,2,6,2,1,2,2,2,15,6,2,1782,49,4,0,0,1,1,0,0,0,1,0,0,0,1,100,3161,12,4
2386,2228,2355,2,20,2,1,0,2,4,9,2,2,1925,5,4,0,0,2,1,0,0,0,1,0,0,0,1,73,1018,14,3
1495,1262,1965,2,72,2,0,4,2,6,16,2,3,1147,33,3,0,0,0,0,0,0,0,1,0,0,0,1,94,3552,11,7
1951,879,2947,3,97,0,0,6,0,10,13,1,9,93,25,4,0,0,2,0,1,0,0,0,0,1,0,0,85,1500,12,10
1047,659,228,3,8,2,0,5,2,1,16,5,9,1018,24,1,0,0,1,0,0,0,0,1,0,0,0,1,64,1895,3,9
605,1220,687,2,52,2,1,5,1,3,14,3,3,2066,1,4,0,0,0,1,0,0,0,1,0,0,1,0,79,3008,5,7
662,2167,922,3,11,0,0,1,1,6,15,1,7,2942,36,2,0,0,1,0,1,0,0,0,0,0,1,0,27,704,16,10
284,4,67,3,26,1,1,2,2,10,18,3,2,78,18,1,0,0,1,1,0,1,0,0,0,0,0,1,84,2524,1,1
189,1463,20,2,44,1,1,2,1,10,10,0,0,1423,20,2,0,0,1,1,0,1,0,0,0,0,1,0,64,1017,5,8
267,1955,1326,1,27,2,0,3,1,3,10,6,1,2942,9,3,0,0,0,0,0,0,0,1,0,0,1,0,33,231,16,10
1930,1570,855,1,89,1,1,5,2,4,17,4,0,2114,31,4,0,0,1,1,0,1,0,0,0,0,0,1,67,2996,8,3
157,2739,751,0,78,0,0,5,0,8,18,4,9,2690,21,1,0,0,0,0,1,0,0,0,0,1,0,0,92,2477,20,5
985,174,2317,0,82,2,0,2,1,7,17,1,4,882,19,4,0,0,2,0,0,0,0,1,0,0,1,0,29,140,18,2
348,167,1954,0,27,1,1,5,1,6,9,4,11,1234,2,1,0,0,1,1,0,1,0,0,0,0,1,0,44,663,2,7
755,804,145,2,33,1,1,1,2,4,15,6,2,1066,27,3,0,0,1,1,0,1,0,0,0,0,0,1,62,1193,6,4
518,2810,1288,2,95,0,1,5,2,3,9,4,5,2127,30,1,0,0,1,1,1,0,0,0,0,0,0,1,39,31,14,5
1027,1890,1649,3,60,0,0,5,1,2,13,5,7,2650,50,3,0,0,2,0,1,0,0,0,0,0,1,0,75,344,11,3
1842,1663,1540,0,42,1,1,0,0,9,16,6,4,2238,18,4,0,0,0,1,0,1,0,0,0,1,0,0,36,2107,5,6
2523,2467,2915,1,21,2,0,6,1,6,16,0,6,1793,1,1,0,0,2,0,0,0,0,1,0,0,1,0,40,739,2,7
778,1003,910,0,21,0,0,5,2,10,12,4,11,120,41,3,0,0,0,0,1,0,0,0,0,0,0,1,95,1795,6,7
1769,196,660,1,1,0,0,6,0,6,14,4,0,3223,23,4,0,0,0,0,1,0,0,0,0,1,0,0,29,2340,8,6
593,1368,2445,3,98,1,1,1,1,7,14,6,0,311,28,4,0,0,1,1,0,1,0,0,0,0,1,0,62,606,5,3
302,2162,2724,0,6,0,0,3,0,5,14,5,9,978,4,2,0,0,0,0,1,0,0,0,0,1,0,0,37,173,15,5
1390,1832,2477,2,17,2,1,6,1,6,12,5,4,1129,1,2,0,0,2,1,0,0,0,1,0,0,1,0,52,429,13,4
2300,2616,1051,1,82,1,1,3,1,3,17,1,3,2123,48,4,0,0,1,1,0,1,0,0,0,0,1,0,74,551,6,10
931,1736,24,2,66,1,1,0,2,10,12,1,4,2425,18,1,0,0,0,1,0,1,0,0,0,0,0,1,86,3202,3,4
246,2137,187,1,90,1,1,4,2,8,12,2,4,2167,47,4,0,0,2,1,0,1,0,0,0,0,0,1,25,981,12,8
1364,2572,602,3,14,1,0,1,1,6,11,0,6,2800,35,1,0,0,0,0,0,1,0,0,0,0,1,0,53,1103,15,2
2616,185,844,3,70,0,1,0,1,4,16,0,5,2539,13,4,0,0,0,1,1,0,0,0,0,0,1,0,37,2819,10,4
2371,1375,107,0,22,0,0,2,1,9,11,4,10,2408,11,2,0,0,2,0,1,0,0,0,0,0,1,0,73,3245,15,10
709,484,2987,2,96,2,0,4,2,3,15,4,4,2784,11,2,0,0,1,0,0,0,0,1,0,0,0,1,41,1670,1,10
282,1023,208,2,42,2,1,3,1,5,10,0,8,2398,4,1,0,0,1,1,0,0,0,1,0,0,1,0,100,2211,18,1
1128,1448,2482,0,26,0,0,3,1,10,12,0,9,297,22,4,0,0,0,0,1,0,0,0,0,0,1,0,82,2248,13,3
2039,2041,2642,3,56,0,1,4,1,10,14,1,10,1410,4,4,0,0,2,1,1,0,0,0,0,0,1,0,84,1625,6,6
1646,1786,1444,1,11,2,1,6,1,4,9,5,2,2563,9,1,0,0,1,1,0,0,0,1,0,0,1,0,45,3270,12,1
2573,2905,593,2,93,0,1,1,0,8,15,6,7,87,5,1,0,0,1,1,1,0,0,0,0,1,0,0,40,2001,15,1
1925,914,1665,2,31,0,1,2,1,5,17,3,11,707,14,3,0,0,2,1,1,0,0,0,0,0,1,0,41,822,20,5
2206,2165,136,1,15,0,1,1,0,6,10,3,0,2559,21,1,0,0,0,1,1,0,0,0,0,1,0,0,60,1002,14,3
1541,321,1127,0,16,1,1,5,1,7,15,4,7,604,15,3,0,0,2,1,0,1,0,0,0,0,1,0,63,2979,3,4
2034,2948,2952,0,43,1,1,3,2,6,10,0,8,2660,12,4,0,0,1,1,0,1,0,0,0,0,0,1,55,2342,14,10
748,2862,126,2,40,0,1,0,1,6,12,3,5,2634,13,4,0,0,0,1,1,0,0,0,0,0,1,0,44,532,1,1
287,1583,1488,0,10,0,0,4,0,9,16,5,1,180,5,2,0,0,0,0,1,0,0,0,0,1,0,0,85,512,14,5
712,930,1093,1,72,2,0,3,1,8,11,4,2,3059,1,2,0,0,0,0,0,0,0,1,0,0,1,0,91,475,20,2
1161,848,379,0,86,0,0,3,0,9,12,4,9,638,9,4,0,0,2,0,1,0,0,0,0,1,0,0,70,1996,7,9
2537,1514,634,2,67,0,1,2,1,10,14,5,5,1967,15,1,0,0,0,1,1,0,0,0,0,0,1,0,26,790,7,8
1385,493,313,2,70,2,0,4,0,10,17,5,2,978,29,3,0,0,2,0,0,0,0,1,0,1,0,0,87,1388,9,2
1583,720,1047,2,84,2,1,6,2,7,10,3,7,2180,24,4,0,0,2,1,0,0,0,1,0,0,0,1,21,1575,18,9
2294,2515,1839,3,10,0,1,5,1,6,13,4,0,2716,48,1,0,0,1,1,1,0,0,0,0,0,1,0,34,383,12,2
2175,2785,2978,3,64,2,0,5,1,6,11,0,4,2568,9,1,0,0,0,0,0,0,0,1,0,0,1,0,38,2309,3,2
2258,2214,2935,1,27,0,1,3,1,2,11,5,7,172,5,1,0,0,2,1,1,0,0,0,0,0,1,0,84,2666,14,5
217,2321,2598,2,19,1,0,2,2,7,14,5,0,1075,33,2,0,0,1,0,0,1,0,0,0,0,0,1,56,949,19,8
1662,1504,2519,3,73,2,1,1,0,2,15,2,8,2446,20,4,0,0,2,1,0,0,0,1,0,1,0,0,33,916,16,9
1911,753,797,3,71,0,1,3,0,2,10,6,11,225,37,3,0,0,2,1,1,0,0,0,0,1,0,0,44,3199,20,6
2059,2537,943,0,12,1,1,4,1,4,10,5,2,303,36,3,0,0,2,1,0,1,0,0,0,0,1,0,46,1177,10,6
1246,2456,1798,3,23,1,0,4,2,10,9,2,6,459,21,2,0,0,1,0,0,1,0,0,0,0,0,1,65,189,12,3
1580,986,7,0,85,1,1,0,1,9,13,6,5,2687,10,4,0,0,1,1,0,1,0,0,0,0,1,0,58,2141,13,3
424,1884,114,1,49,1,1,1,0,8,16,0,0,766,8,1,0,0,1,1,0,1,0,0,0,1,0,0,24,3195,4,8
750,2828,1266,1,62,1,1,6,0,6,12,3,2,3165,30,3,0,0,2,1,0,1,0,0,0,1,0,0,96,3043,14,2
1156,3001,2909,3,84,2,1,6,0,6,15,0,3,867,38,3,0,0,2,1,0,0,0,1,0,1,0,0,25,2879,11,8
1368,1458,2899,3,27,1,1,4,2,6,14,4,7,189,33,3,0,0,0,1,0,1,0,0,0,0,0,1,87,2313,17,10
1544,757,3040,2,89,0,0,0,1,2,18,0,11,2345,6,2,0,0,2,0,1,0,0,0,0,0,1,0,68,2585,1,1
1543,1625,783,3,5,0,0,5,2,3,14,1,1,1259,4,3,0,0,2,0,1,0,0,0,0,0,0,1,49,1760,17,3
1973,1931,2710,1,50,1,0,1,1,3,9,6,10,486,22,4,0,0,2,0,0,1,0,0,0,0,1,0,56,3190,12,7
1528,1880,1187,2,66,0,0,2,0,2,9,6,2,2018,7,4,0,0,0,0,1,0,0,0,0,1,0,0,23,607,15,2
1042,2446,1149,3,71,0,0,4,1,6,11,5,11,1252,18,2,0,0,0,0,1,0,0,0,0,0,1,0,41,1267,7,2
2143,2589,2123,0,97,0,0,4,0,10,15,4,10,1180,44,4,0,0,1,0,1,0,0,0,0,1,0,0,73,1779,12,8
216,2297,553,3,56,1,1,2,2,1,11,6,1,861,47,3,0,0,0,1,0,1,0,0,0,0,0,1,56,1643,1,1
20,2876,2078,2,70,2,1,5,0,5,13,3,3,2704,4,3,0,0,1,1,0,0,0,1,0,1,0,0,87,1696,18,9
1381,2873,93,2,35,2,0,4,2,5,17,4,0,536,27,4,0,0,1,0,0,0,0,1,0,0,0,1,89,2610,10,1
1650,1338,2860,1,7,2,1,0,1,5,10,0,4,1426,13,2,0,0,1,1,0,0,0,1,0,0,1,0,62,1841,20,8
2580,964,571,3,60,1,0,3,0,3,17,1,2,2862,16,4,0,0,2,0,0,1,0,0,0,1,0,0,25,2571,7,9
1320,2686,512,3,93,0,1,3,1,8,18,4,3,1448,16,1,0,0,1,1,1,0,0,0,0,0,1,0,71,1631,3,3
297,2018,2310,3,65,2,1,1,1,7,10,2,8,330,14,1,0,0,1,1,0,0,0,1,0,0,1,0,88,1809,9,1
359,1807,2813,0,86,2,0,0,2,5,9,3,8,2919,43,1,0,0,1,0,0,0,0,1,0,0,0,1,50,3560,7,8
1802,2215,2897,0,83,1,0,1,1,3,16,6,9,3063,8,1,0,0,2,0,0,1,0,0,0,0,1,0,84,2991,12,6
2120,2816,2150,1,69,0,0,3,0,2,9,2,8,1252,16,1,0,0,0,0,1,0,0,0,0,1,0,0,26,3184,8,9
1028,2887,1364,1,13,1,0,5,2,1,12,6,0,2753,37,1,0,0,0,0,0,1,0,0,0,0,0,1,76,708,17,1
596,2736,2462,2,63,0,1,0,2,6,15,4,10,3115,4,4,0,0,2,1,1,0,0,0,0,0,0,1,74,2977,12,1
14,727,903,2,60,0,0,1,1,1,11,6,11,1422,49,4,0,0,1,0,1,0,0,0,0,0,1,0,35,3046,4,1
550,713,1705,3,6,0,1,3,2,4,18,6,7,2201,39,3,0,0,0,1,1,0,0,0,0,0,0,1,29,1414,2,7
780,2042,1191,1,79,2,0,1,0,2,11,5,1,3395,27,2,0,0,1,0,0,0,0,1,0,1,0,0,82,2550,10,7
952,201,1365,3,62,0,0,5,1,8,15,1,9,1455,36,2,0,0,2,0,1,0,0,0,0,0,1,0,81,412,3,6
636,2799,1664,2,12,0,1,2,0,10,18,3,0,3480,2,1,0,0,2,1,1,0,0,0,0,1,0,0,75,2128,7,7
1549,1768,1289,3,13,0,0,2,2,1,10,3,6,2940,26,4,0,0,1,0,1,0,0,0,0,0,0,1,40,471,9,2
2383,1595,1435,3,37,0,1,3,1,10,12,6,10,1958,17,2,0,0,1,1,1,0,0,0,0,0,1,0,70,1656,12,9
298,2047,2423,1,14,0,1,2,1,10,18,3,7,1040,1,1,0,0,2,1,1,0,0,0,0,0,1,0,25,2966,1,9
535,2792,1901,0,84,1,1,0,0,9,15,3,11,2438,21,1,0,0,2,1,0,1,0,0,0,1,0,0,36,867,14,9
1932,1582,1562,0,39,1,0,3,2,7,11,4,9,3554,41,1,0,0,0,0,0,1,0,0,0,0,0,1,44,3286,7,6
2298,156,1249,0,26,0,0,5,0,2,13,0,11,2997,45,2,0,0,0,0,1,0,0,0,0,1,0,0,54,2456,20,1
258,2281,2451,0,52,1,1,6,2,10,13,2,1,936,34,4,0,0,2,1,0,1,0,0,0,0,0,1,86,2986,8,3
2481,1401,1599,1,23,2,0,4,2,8,11,2,9,2325,10,1,0,0,1,0,0,0,0,1,0,0,0,1,42,3356,9,3
2317,1069,28,1,42,2,0,3,1,5,16,5,11,1688,7,4,0,0,2,0,0,0,0,1,0,0,1,0,26,2476,16,8
2119,1045,914,1,84,2,1,6,0,6,12,2,11,2393,36,2,0,0,2,1,0,0,0,1,0,1,0,0,54,655,18,3
1576,2155,2012,3,28,2,0,0,0,3,13,6,6,760,13,3,0,0,2,0,0,0,0,1,0,1,0,0,79,1682,11,8
867,136,1020,0,74,1,1,2,2,4,12,1,6,3353,32,4,0,0,0,1,0,1,0,0,0,0,0,1,46,1285,2,7
199,3052,1869,2,75,0,0,5,1,10,16,6,5,3342,14,4,0,0,1,0,1,0,0,0,0,0,1,0,73,3170,18,6
1911,2875,885,2,91,2,1,0,2,7,9,2,0,1099,48,2,0,0,1,1,0,0,0,1,0,0,0,1,48,3149,10,3
1289,2767,966,2,84,0,1,1,1,3,15,1,0,1074,30,3,0,0,2,1,1,0,0,0,0,0,1,0,58,1869,4,5
880,2090,926,0,96,0,0,3,1,1,17,6,4,453,18,1,0,0,1,0,1,0,0,0,0,0,1,0,43,3329,11,6
889,1385,2595,2,16,0,0,5,0,10,18,0,10,1538,13,3,0,0,1,0,1,0,0,0,0,1,0,0,27,346,5,6
1217,1511,2196,2,59,1,1,4,0,7,11,6,1,2691,42,2,0,0,0,1,0,1,0,0,0,1,0,0,67,2050,13,3
120,1967,1293,2,51,1,1,4,0,2,18,4,7,332,32,1,0,0,1,1,0,1,0,0,0,1,0,0,92,540,8,3
1923,1138,405,0,16,2,0,1,0,2,13,4,7,592,37,1,0,0,0,0,0,0,0,1,0,1,0,0,30,61,10,7
511,1605,816,0,42,2,1,6,1,6,10,5,11,2758,5,4,0,0,2,1,0,0,0,1,0,0,1,0,89,1703,4,2
2644,900,557,1,81,2,1,1,1,6,18,0,0,2180,19,3,0,0,0,1,0,0,0,1,0,0,1,0,66,1323,4,6
1627,2800,537,1,79,2,1,0,0,1,16,5,3,1379,16,4,0,0,1,1,0,0,0,1,0,1,0,0,62,2488,6,5
1956,1389,837,2,70,2,1,0,0,10,10,1,0,663,43,1,0,0,0,1,0,0,0,1,0,1,0,0,71,997,2,4
