timestamp,masked_user,source_ip,destination_ip,action,resource,protocol,access_result,location,device_type,login_attempt_count,anomaly_score,target,log_hour,day_of_week,month,time_diff_prev,user_activity_frequency,unique_actions,source_subnet,dest_subnet,resource_category,access_flag,protocol_HTTP,protocol_HTTPS,protocol_FTP,protocol_SSH,protocol_RDP,device_desktop,device_mobile,device_tablet,location_count,anomaly_bin,session_duration,event_count_session,session_complexity
2024-06-21 12:59:53,user_7093,172.16.251.250,172.16.141.110,logout,/resource/73,HTTPS,failure,Sydney,mobile,7,0.0779,benign,12,Friday,6,2631,12,2,172.16,172.16,public,0,0,1,0,0,0,0,1,0,36,low,3542,20,5
2024-04-07 14:38:17,user_4131,172.16.128.172,172.16.98.132,upload,/resource/8,HTTPS,success,Sydney,mobile,7,0.2332,benign,14,Sunday,4,2535,48,2,172.16,172.16,public,1,0,1,0,0,0,0,1,0,58,low,2291,15,4
2024-03-29 13:47:46,user_6953,172.16.13.225,172.16.97.118,logout,/resource/29,SSH,success,Sydney,desktop,6,0.3313,benign,13,Friday,3,1108,45,3,172.16,172.16,admin,1,0,0,0,1,0,1,0,0,99,medium,2732,10,4
2024-03-19 03:52:13,user_1458,203.0.113.94,203.0.113.222,modify,/admin/secret,FTP,failure,North Korea,desktop,43,0.9453,malicious,3,Tuesday,3,5,74,3,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,4,high,24,29,5
2024-07-11 12:35:17,user_4923,172.16.163.178,172.16.126.218,access,/resource/87,HTTP,failure,New York,desktop,9,0.1753,benign,12,Thursday,7,638,9,4,172.16,172.16,public,0,1,0,0,0,0,1,0,0,70,low,1996,7,9
2024-09-30 18:49:47,user_4209,172.16.173.36,172.16.133.26,login,/resource/46,HTTP,failure,Berlin,desktop,2,0.4292,benign,18,Monday,9,2711,11,2,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,46,medium,1109,2,3
2024-04-16 18:32:29,user_1438,172.16.58.149,172.16.60.201,access,/resource/78,HTTPS,failure,Sydney,tablet,4,0.1966,benign,18,Tuesday,4,967,49,2,172.16,172.16,public,0,0,1,0,0,0,0,0,1,44,low,913,19,4
2024-11-26 11:17:47,user_1795,172.16.149.122,172.16.118.226,login,/resource/9,HTTP,failure,Mumbai,mobile,1,0.2043,benign,11,Tuesday,11,1409,42,1,172.16,172.16,public,0,1,0,0,0,0,0,1,0,23,low,1708,17,4
2024-04-23 10:52:08,user_5537,172.16.45.108,172.16.237.228,login,/resource/32,HTTPS,failure,New York,desktop,10,0.3935,benign,10,Tuesday,4,1259,38,3,172.16,172.16,admin,0,0,1,0,0,0,1,0,0,83,medium,1772,14,8
2024-10-14 16:43:31,user_4718,172.16.169.229,172.16.187.107,access,/resource/40,HTTPS,failure,Berlin,tablet,10,0.4805,benign,16,Monday,10,491,2,3,172.16,172.16,public,0,0,1,0,0,0,0,0,1,65,medium,1851,17,7
2024-10-11 16:15:19,user_7158,172.16.43.75,172.16.15.210,access,/resource/66,HTTPS,failure,Tokyo,mobile,5,0.1229,benign,16,Friday,10,3279,30,1,172.16,172.16,public,0,0,1,0,0,0,0,1,0,62,low,2627,12,9
2024-06-13 14:08:46,user_4632,172.16.142.123,172.16.148.246,logout,/resource/72,HTTP,failure,London,mobile,5,0.3783,benign,14,Thursday,6,3023,26,2,172.16,172.16,public,0,1,0,0,0,0,0,1,0,30,medium,149,9,9
2024-08-17 12:04:01,user_8649,172.16.163.47,172.16.155.248,logout,/resource/79,SSH,failure,London,desktop,2,0.1623,benign,12,Saturday,8,1791,23,2,172.16,172.16,admin,0,0,0,0,1,0,1,0,0,97,low,2802,13,7
2024-11-01 03:55:57,user_2920,203.0.113.87,203.0.113.184,delete,/config/modify,FTP,failure,Syria,desktop,46,0.9461,malicious,3,Friday,11,9,51,4,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,9,high,32,10,6
2024-01-28 15:19:39,user_2013,172.16.169.34,172.16.237.249,access,/resource/33,HTTPS,success,Mumbai,mobile,10,0.3442,benign,15,Sunday,1,2146,28,2,172.16,172.16,private,1,0,1,0,0,0,0,1,0,20,medium,2102,2,6
2024-09-30 10:38:47,user_9367,172.16.245.172,172.16.99.74,login,/resource/9,HTTP,failure,São Paulo,desktop,1,0.2769,benign,10,Monday,9,721,6,3,172.16,172.16,private,0,1,0,0,0,0,1,0,0,38,low,3204,3,10
2024-03-07 09:35:44,user_8487,172.16.10.42,172.16.199.98,access,/resource/15,SSH,failure,Mumbai,desktop,6,0.1018,benign,9,Thursday,3,421,41,3,172.16,172.16,private,0,0,0,0,1,0,1,0,0,90,low,767,1,4
2024-06-23 12:40:00,user_9788,172.16.186.82,172.16.70.67,access,/resource/100,HTTP,failure,New York,desktop,6,0.2886,benign,12,Sunday,6,1768,29,3,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,48,low,2583,12,10
2024-03-27 10:55:58,user_1007,172.16.190.202,172.16.78.143,logout,/resource/55,HTTPS,success,Tokyo,mobile,2,0.37,benign,10,Wednesday,3,1187,40,3,172.16,172.16,private,1,0,1,0,0,0,0,1,0,55,medium,2322,17,5
2024-12-25 17:37:23,user_1753,172.16.140.179,172.16.99.36,upload,/resource/90,HTTPS,failure,São Paulo,tablet,10,0.0357,benign,17,Wednesday,12,2497,45,3,172.16,172.16,admin,0,0,1,0,0,0,0,0,1,47,low,3385,2,1
2024-04-25 13:11:57,user_8052,172.16.122.28,172.16.14.131,access,/resource/99,SSH,failure,New York,desktop,3,0.0341,benign,13,Thursday,4,1801,23,1,172.16,172.16,admin,0,0,0,0,1,0,1,0,0,24,low,593,6,9
2024-03-07 18:24:18,user_4909,172.16.188.8,172.16.188.216,access,/resource/6,HTTPS,success,Mumbai,desktop,2,0.4064,benign,18,Thursday,3,2563,8,4,172.16,172.16,private,1,0,1,0,0,0,1,0,0,25,medium,3021,10,3
2024-12-23 15:00:25,user_1742,172.16.203.113,172.16.100.127,upload,/resource/81,SSH,success,São Paulo,tablet,9,0.101,benign,15,Monday,12,1356,43,2,172.16,172.16,private,1,0,0,0,1,0,0,0,1,63,low,2055,2,2
2024-03-31 18:10:44,user_1723,172.16.110.113,172.16.217.33,login,/resource/47,SSH,failure,Berlin,mobile,2,0.0434,benign,18,Sunday,3,911,18,1,172.16,172.16,admin,0,0,0,0,1,0,0,1,0,65,low,3024,17,3
2024-04-24 10:30:21,user_6084,172.16.211.254,172.16.237.249,logout,/resource/67,SSH,success,Sydney,desktop,9,0.0374,benign,10,Wednesday,4,3021,39,3,172.16,172.16,admin,1,0,0,0,1,0,1,0,0,48,low,3495,5,10
2024-03-08 03:38:13,user_6550,203.0.113.208,203.0.113.92,delete,/config/modify,FTP,failure,Syria,desktop,26,0.9749,malicious,3,Friday,3,1,68,3,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,4,high,48,16,5
2024-10-08 09:42:26,user_2575,172.16.138.95,172.16.122.210,access,/resource/15,SSH,success,Berlin,mobile,2,0.1308,benign,9,Tuesday,10,2495,4,2,172.16,172.16,admin,1,0,0,0,1,0,0,1,0,67,low,407,16,2
2024-03-31 13:52:28,user_3436,172.16.136.190,172.16.137.31,logout,/resource/85,SSH,failure,Tokyo,mobile,2,0.4245,benign,13,Sunday,3,108,19,3,172.16,172.16,admin,0,0,0,0,1,0,0,1,0,27,medium,407,8,2
2024-10-13 17:21:40,user_4888,172.16.104.122,172.16.154.27,upload,/resource/42,HTTP,success,Sydney,desktop,5,0.0966,benign,17,Sunday,10,1139,26,4,172.16,172.16,admin,1,1,0,0,0,0,1,0,0,97,low,2725,15,7
2024-07-03 15:34:38,user_9008,172.16.211.157,172.16.171.57,access,/resource/19,HTTP,failure,São Paulo,tablet,3,0.2894,benign,15,Wednesday,7,1986,3,3,172.16,172.16,admin,0,1,0,0,0,0,0,0,1,84,low,1686,14,5
2024-08-26 16:55:35,user_1765,172.16.237.77,172.16.181.115,upload,/resource/20,HTTP,success,São Paulo,tablet,3,0.0649,benign,16,Monday,8,555,22,1,172.16,172.16,public,1,1,0,0,0,0,0,0,1,62,low,2899,6,8
2024-09-15 17:30:49,user_7615,172.16.168.70,172.16.220.215,logout,/resource/37,HTTP,success,Mumbai,mobile,5,0.2575,benign,17,Sunday,9,707,14,3,172.16,172.16,public,1,1,0,0,0,0,0,1,0,41,low,822,20,5
2024-04-16 02:22:46,user_7672,203.0.113.14,203.0.113.160,access,/system/delete,FTP,failure,Unknown,desktop,24,0.9282,malicious,2,Tuesday,4,4,97,3,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,9,high,46,13,7
2024-11-12 09:46:57,user_1704,172.16.229.69,172.16.13.87,login,/resource/71,SSH,success,Mumbai,desktop,2,0.1324,benign,9,Tuesday,11,641,29,2,172.16,172.16,public,1,0,0,0,1,0,1,0,0,71,low,2829,18,1
2024-01-24 04:03:04,user_8696,203.0.113.53,203.0.113.184,access,/system/delete,FTP,failure,Unknown,desktop,29,0.9145,malicious,4,Wednesday,1,2,93,3,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,8,high,15,19,9
2024-08-01 18:14:46,user_1794,172.16.15.168,172.16.173.32,upload,/resource/87,SSH,failure,São Paulo,tablet,8,0.1107,benign,18,Thursday,8,2563,42,2,172.16,172.16,public,0,0,0,0,1,0,0,0,1,49,low,946,15,2
2024-11-18 04:43:44,user_5312,203.0.113.170,203.0.113.104,download,/config/modify,FTP,failure,Unknown,desktop,34,0.9847,malicious,4,Monday,11,3,48,4,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,8,high,16,11,7
2024-12-20 10:36:22,user_8377,172.16.55.129,172.16.223.214,login,/resource/88,SSH,failure,São Paulo,desktop,7,0.3933,benign,10,Friday,12,211,30,2,172.16,172.16,admin,0,0,0,0,1,0,1,0,0,63,medium,1060,17,4
2024-01-12 11:12:46,user_4056,172.16.209.135,172.16.182.12,upload,/resource/14,HTTP,failure,Sydney,mobile,6,0.058,benign,11,Friday,1,1389,25,1,172.16,172.16,private,0,1,0,0,0,0,0,1,0,64,low,2811,20,6
2024-05-05 09:02:21,user_5476,172.16.186.202,172.16.31.116,upload,/resource/53,SSH,success,Sydney,mobile,5,0.1468,benign,9,Sunday,5,258,2,3,172.16,172.16,admin,1,0,0,0,1,0,0,1,0,82,low,2264,1,3
2024-02-09 16:28:20,user_3276,172.16.59.123,172.16.149.201,logout,/resource/28,SSH,success,London,desktop,7,0.1862,benign,16,Friday,2,1155,4,1,172.16,172.16,public,1,0,0,0,1,0,1,0,0,35,low,3088,2,3
2024-01-24 11:35:04,user_5485,172.16.19.253,172.16.38.31,upload,/resource/93,SSH,success,New York,mobile,1,0.0113,benign,11,Wednesday,1,3017,43,4,172.16,172.16,private,1,0,0,0,1,0,0,1,0,67,low,123,5,2
2024-10-22 13:23:08,user_2052,172.16.244.149,172.16.235.141,access,/resource/11,HTTP,success,São Paulo,tablet,3,0.1888,benign,13,Tuesday,10,641,24,3,172.16,172.16,admin,1,1,0,0,0,0,0,0,1,29,low,451,10,9
2024-02-07 14:20:35,user_1566,172.16.75.77,172.16.11.60,logout,/resource/91,HTTPS,success,London,tablet,6,0.3796,benign,14,Wednesday,2,2273,44,2,172.16,172.16,private,1,0,1,0,0,0,0,0,1,96,medium,918,19,6
2024-08-21 15:35:33,user_2429,172.16.119.233,172.16.131.94,login,/resource/75,SSH,failure,São Paulo,tablet,8,0.3785,benign,15,Wednesday,8,3073,19,2,172.16,172.16,private,0,0,0,0,1,0,0,0,1,77,medium,2615,13,8
2024-07-21 10:24:01,user_7977,172.16.161.50,172.16.234.226,upload,/resource/91,SSH,failure,Berlin,desktop,9,0.2348,benign,10,Sunday,7,3486,35,4,172.16,172.16,public,0,0,0,0,1,0,1,0,0,56,low,3536,4,4
2024-01-19 16:14:08,user_2884,172.16.53.83,172.16.26.82,logout,/resource/96,HTTP,failure,Mumbai,desktop,10,0.1134,benign,16,Friday,1,1062,34,2,172.16,172.16,public,0,1,0,0,0,0,1,0,0,100,low,164,9,2
2024-12-06 11:40:45,user_2622,172.16.240.11,172.16.22.135,logout,/resource/26,SSH,failure,Berlin,tablet,6,0.3272,benign,11,Friday,12,1734,33,3,172.16,172.16,admin,0,0,0,0,1,0,0,0,1,61,low,1713,9,8
2024-10-30 04:46:08,user_3882,203.0.113.245,203.0.113.154,delete,/system/delete,FTP,failure,Syria,desktop,22,0.9496,malicious,4,Wednesday,10,8,94,4,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,5,high,18,13,9
2024-01-10 18:12:06,user_5751,172.16.133.20,172.16.228.253,logout,/resource/63,HTTP,failure,São Paulo,desktop,6,0.0658,benign,18,Wednesday,1,2372,42,1,172.16,172.16,admin,0,1,0,0,0,0,1,0,0,27,low,1726,13,7
2024-05-20 13:20:02,user_3857,172.16.203.165,172.16.206.205,access,/resource/66,HTTP,failure,São Paulo,mobile,1,0.2012,benign,13,Monday,5,79,1,1,172.16,172.16,public,0,1,0,0,0,0,0,1,0,87,low,1689,4,6
2024-11-12 12:32:49,user_5993,172.16.210.164,172.16.253.248,upload,/resource/84,SSH,failure,Sydney,mobile,9,0.2228,benign,12,Tuesday,11,1868,29,3,172.16,172.16,public,0,0,0,0,1,0,0,1,0,55,low,2638,10,7
2024-11-08 09:17:47,user_8056,172.16.227.199,172.16.127.199,access,/resource/45,SSH,failure,New York,desktop,7,0.4302,benign,9,Friday,11,1537,47,4,172.16,172.16,public,0,0,0,0,1,0,1,0,0,73,medium,2029,19,8
2024-02-22 15:12:27,user_3663,172.16.236.3,172.16.107.133,access,/resource/8,SSH,success,Berlin,tablet,4,0.0768,benign,15,Thursday,2,1838,46,1,172.16,172.16,admin,1,0,0,0,1,0,0,0,1,65,low,1397,4,5
2024-06-22 14:38:49,user_6120,172.16.4.95,172.16.113.169,login,/resource/62,SSH,failure,London,tablet,8,0.0548,benign,14,Saturday,6,862,27,2,172.16,172.16,admin,0,0,0,0,1,0,0,0,1,48,low,3470,19,5
2024-08-15 15:55:42,user_3936,172.16.3.131,172.16.11.48,login,/resource/13,SSH,success,São Paulo,tablet,9,0.2978,benign,15,Thursday,8,2722,16,3,172.16,172.16,private,1,0,0,0,1,0,0,0,1,84,low,1359,12,9
2024-11-10 04:52:45,user_7951,203.0.113.119,203.0.113.149,download,/admin/config,FTP,failure,North Korea,desktop,40,0.9441,malicious,4,Sunday,11,4,89,3,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,10,high,51,11,9
2024-04-03 18:29:48,user_2127,172.16.75.129,172.16.135.222,upload,/resource/16,HTTP,success,Tokyo,desktop,10,0.2045,benign,18,Wednesday,4,2036,23,1,172.16,172.16,private,1,1,0,0,0,0,1,0,0,32,low,3106,9,5
2024-05-11 12:53:15,user_1649,172.16.192.78,172.16.109.82,logout,/resource/57,SSH,success,Sydney,desktop,7,0.3425,benign,12,Saturday,5,216,14,2,172.16,172.16,public,1,0,0,0,1,0,1,0,0,82,medium,3479,5,4
2024-01-30 09:04:28,user_5780,172.16.210.34,172.16.91.125,access,/resource/48,HTTP,failure,New York,desktop,5,0.1933,benign,9,Tuesday,1,3545,1,3,172.16,172.16,public,0,1,0,0,0,0,1,0,0,41,low,3110,7,6
2024-09-24 13:09:26,user_8519,172.16.143.22,172.16.64.219,upload,/resource/5,SSH,failure,Tokyo,tablet,8,0.4385,benign,13,Tuesday,9,3518,6,3,172.16,172.16,admin,0,0,0,0,1,0,0,0,1,57,medium,3482,5,5
2024-04-26 11:56:43,user_4012,172.16.192.78,172.16.126.31,upload,/resource/62,HTTPS,failure,London,mobile,8,0.0878,benign,11,Friday,4,730,38,4,172.16,172.16,private,0,0,1,0,0,0,0,1,0,88,low,3073,15,1
2024-05-29 01:17:54,user_5175,203.0.113.187,203.0.113.189,download,/admin/secret,FTP,failure,North Korea,desktop,20,0.9871,malicious,1,Wednesday,5,4,67,4,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,5,high,38,14,10
2024-02-20 18:41:08,user_6641,172.16.17.68,172.16.249.60,logout,/resource/83,SSH,success,New York,tablet,1,0.4436,benign,18,Tuesday,2,2296,7,1,172.16,172.16,private,1,0,0,0,1,0,0,0,1,55,medium,1026,7,4
2024-03-30 14:22:02,user_5229,172.16.164.168,172.16.43.93,logout,/resource/29,SSH,failure,London,mobile,5,0.4819,benign,14,Saturday,3,697,34,1,172.16,172.16,private,0,0,0,0,1,0,0,1,0,72,medium,1107,3,7
2024-08-14 04:23:19,user_5895,203.0.113.119,203.0.113.38,modify,/config/modify,FTP,failure,North Korea,desktop,21,0.9007,malicious,4,Wednesday,8,1,82,3,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,7,high,10,13,10
2024-02-18 14:29:41,user_9934,172.16.150.176,172.16.103.227,access,/resource/87,HTTP,success,London,desktop,9,0.1234,benign,14,Sunday,2,841,20,2,172.16,172.16,admin,1,1,0,0,0,0,1,0,0,89,low,1843,14,5
2024-02-09 16:15:46,user_5279,172.16.10.179,172.16.190.135,logout,/resource/87,HTTPS,success,New York,mobile,5,0.4779,benign,16,Friday,2,2550,24,4,172.16,172.16,public,1,0,1,0,0,0,0,1,0,81,medium,2142,2,3
2024-02-08 18:42:22,user_5885,172.16.24.199,172.16.179.238,login,/resource/88,HTTPS,failure,Berlin,mobile,4,0.1367,benign,18,Thursday,2,1143,31,4,172.16,172.16,admin,0,0,1,0,0,0,0,1,0,52,low,591,4,8
2024-12-02 11:52:42,user_4143,172.16.101.189,172.16.91.164,logout,/resource/31,SSH,success,Mumbai,tablet,2,0.391,benign,11,Monday,12,870,23,4,172.16,172.16,admin,1,0,0,0,1,0,0,0,1,54,medium,751,20,3
2024-04-14 09:48:02,user_1516,172.16.125.125,172.16.23.52,login,/resource/27,SSH,success,Mumbai,desktop,6,0.2216,benign,9,Sunday,4,1641,4,4,172.16,172.16,public,1,0,0,0,1,0,1,0,0,37,low,1946,4,7
2024-02-23 16:50:45,user_9146,172.16.28.202,172.16.181.175,logout,/resource/90,SSH,success,New York,desktop,8,0.2842,benign,16,Friday,2,2314,49,1,172.16,172.16,admin,1,0,0,0,1,0,1,0,0,68,low,1648,1,1
2024-07-11 16:17:11,user_9162,172.16.199.139,172.16.184.23,upload,/resource/1,HTTP,success,São Paulo,desktop,5,0.348,benign,16,Thursday,7,2030,25,4,172.16,172.16,public,1,1,0,0,0,0,1,0,0,72,medium,1683,19,5
2024-06-27 11:12:09,user_2390,172.16.239.227,172.16.147.153,upload,/resource/22,SSH,success,Berlin,tablet,4,0.268,benign,11,Thursday,6,3206,28,3,172.16,172.16,admin,1,0,0,0,1,0,0,0,1,39,low,1373,3,2
2024-04-19 04:47:25,user_2605,203.0.113.205,203.0.113.61,download,/admin/secret,FTP,failure,North Korea,desktop,41,0.9728,malicious,4,Friday,4,7,91,4,203.0,203.0,restricted,0,0,0,1,0,0,1,0,0,2,high,16,25,6
2024-12-04 17:57:37,user_1095,172.16.92.13,172.16.216.149,logout,/resource/50,SSH,failure,Mumbai,mobile,4,0.1055,benign,17,Wednesday,12,2439,41,1,172.16,172.16,admin,0,0,0,0,1,0,0,1,0,27,low,2575,6,3
2024-11-11 12:47:54,user_1378,172.16.230.191,172.16.25.205,login,/resource/38,HTTP,failure,Tokyo,mobile,6,0.4734,benign,12,Monday,11,1810,9,1,172.16,172.16,public,0,1,0,0,0,0,0,1,0,31,medium,2551,17,2
2024-07-21 17:05:46,user_8236,172.16.96.177,172.16.253.142,login,/resource/64,HTTPS,success,Sydney,mobile,5,0.2093,benign,17,Sunday,7,3183,17,2,172.16,172.16,private,1,0,1,0,0,0,0,1,0,58,low,878,20,4
2024-11-11 17:04:16,user_4979,172.16.251.202,172.16.92.189,upload,/resource/64,HTTPS,success,Tokyo,mobile,1,0.0728,benign,17,Monday,11,977,20,2,172.16,172.16,private,1,0,1,0,0,0,0,1,0,59,low,2710,9,5
2024-11-19 14:47:18,user_8165,172.16.43.199,172.16.164.66,upload,/resource/28,HTTPS,failure,São Paulo,mobile,10,0.0155,benign,14,Tuesday,11,816,40,3,172.16,172.16,public,0,0,1,0,0,0,0,1,0,89,low,569,20,9
2024-05-18 13:25:42,user_1999,172.16.227.176,172.16.252.75,access,/resource/15,SSH,failure,London,tablet,5,0.0959,benign,13,Saturday,5,2384,26,2,172.16,172.16,admin,0,0,0,0,1,0,0,0,1,80,low,1845,17,3
2024-09-02 11:54:02,user_9507,172.16.158.205,172.16.208.229,logout,/resource/96,HTTPS,failure,São Paulo,tablet,6,0.3902,benign,11,Monday,9,3067,32,4,172.16,172.16,admin,0,0,1,0,0,0,0,0,1,65,medium,2758,8,1
